"Código","Unidade Territorial","UF","Referência","Pessoas com Deficiência (PCD) beneficiárias do BPC","Idosos beneficiários do BPC","Valor Repassado a PCDs pelo BPC","Valor Repassado a Idosos pelo BPC","Total de Beneficiários do BPC","Valor Total repassado ao BPC"
"260620","GOIANA","PE","12/2023","2259","2058","2981980,67","2716731,66","4317","5698712,33"
"260630","GRANITO","PE","12/2023","78","15","102960,3","19800","93","122760,3"
"260640","GRAVATÁ","PE","12/2023","2324","1427","3067740,5","1883653,73","3751","4951394,23"
"260650","IATI","PE","12/2023","257","92","339247,02","121440,4","349","460687,42"
"260660","IBIMIRIM","PE","12/2023","480","221","633619,16","291724,97","701","925344,13"
"260670","IBIRAJUBA","PE","12/2023","92","37","121440","48840","129","170280"
"260680","IGARASSU","PE","12/2023","2506","2176","3313346,41","2875010,34","4682","6188356,75"
"260690","IGUARACY","PE","12/2023","123","36","162361,9","47520","159","209881,9"
"260700","INAJÁ","PE","12/2023","254","101","335289,09","133320,69","355","468609,78"
"260710","INGAZEIRA","PE","12/2023","57","10","75240","13200","67","88440"
"260720","IPOJUCA","PE","12/2023","1824","1323","2407715,41","1746369,14","3147","4154084,55"
"260730","IPUBI","PE","12/2023","658","235","868573,84","311521,65","893","1180095,49"
"260740","ITACURUBA","PE","12/2023","68","10","89761,9","13200","78","102961,9"
"260750","ITAÍBA","PE","12/2023","450","154","594015,06","204600,2","604","798615,26"
"260760","ILHA DE ITAMARACÁ","PE","12/2023","445","452","587426,75","596652,67","897","1184079,42"
"260765","ITAMBÉ","PE","12/2023","621","531","819737,27","700931,27","1152","1520668,54"
"260770","ITAPETIM","PE","12/2023","180","68","237582,11","89760,99","248","327343,10"
"260775","ITAPISSUMA","PE","12/2023","505","510","666621,3","673211,1","1015","1339832,4"
"260780","ITAQUITINGA","PE","12/2023","158","105","208562,96","138600","263","347162,96"
"260790","JABOATÃO DOS GUARARAPES","PE","12/2023","9041","9925","11939831,22","13109034,2","18966","25048865,42"
"260795","JAQUEIRA","PE","12/2023","122","69","161041,48","91080","191","252121,48"
"260800","JATAÚBA","PE","12/2023","268","67","353766,7","88440,46","335","442207,16"
"260805","JATOBÁ","PE","12/2023","40","20","52803,14","26400,26","60","79203,40"
"260810","JOÃO ALFREDO","PE","12/2023","758","203","1000573,04","267960,02","961","1268533,06"
"260820","JOAQUIM NABUCO","PE","12/2023","234","123","309214,29","162360","357","471574,29"
"260825","JUCATI","PE","12/2023","165","71","217801,92","93720","236","311521,92"
"260830","JUPI","PE","12/2023","207","110","273240","145200","317","418440"
"260840","JUREMA","PE","12/2023","226","91","298324,44","120120,32","317","418444,76"
"260845","LAGOA DO CARRO","PE","12/2023","158","94","208561,39","124081,73","252","332643,12"
"260850","LAGOA DE ITAENGA","PE","12/2023","356","119","469926,66","157080","475","627006,66"
"260860","LAGOA DO OURO","PE","12/2023","202","68","266644,37","89760","270","356404,37"
"260870","LAGOA DOS GATOS","PE","12/2023","287","86","378848,34","113520","373","492368,34"
"260875","LAGOA GRANDE","PE","12/2023","616","225","813163,31","297000,81","841","1110164,12"
"260880","LAJEDO","PE","12/2023","1220","610","1611754,37","805202,79","1830","2416957,16"
"260890","LIMOEIRO","PE","12/2023","1986","929","2621589,59","1226287,36","2915","3847876,95"
"260900","MACAPARANA","PE","12/2023","888","280","1172177,36","369600,66","1168","1541778,02"
"260910","MACHADOS","PE","12/2023","214","52","282484,23","68640,6","266","351124,83"
"260915","MANARI","PE","12/2023","237","70","312840,7","92400","307","405240,7"
"260920","MARAIAL","PE","12/2023","157","109","207240,2","143880","266","351120,2"
"260930","MIRANDIBA","PE","12/2023","346","61","456737,67","80520,37","407","537258,04"
"260940","MORENO","PE","12/2023","1514","1320","1998562,78","1742424,67","2834","3740987,45"
"260950","NAZARÉ DA MATA","PE","12/2023","1262","949","1665894,34","1252699,86","2211","2918594,20"
"260960","OLINDA","PE","12/2023","7756","8441","10239776,8","11147626,21","16197","21387403,01"
"260970","OROBÓ","PE","12/2023","403","98","531967,86","129360","501","661327,86"
"260980","OROCÓ","PE","12/2023","230","17","303605,84","22440","247","326045,84"
"260990","OURICURI","PE","12/2023","2395","637","3162826,76","844808,33","3032","4007635,09"
"261000","PALMARES","PE","12/2023","2956","1776","3901988,49","2344338,67","4732","6246327,16"
"261010","PALMEIRINA","PE","12/2023","111","32","146521,69","42240","143","188761,69"
"261020","PANELAS","PE","12/2023","483","171","637571,62","225720,1","654","863291,72"
"261030","PARANATAMA","PE","12/2023","214","71","282482,56","93720","285","376202,56"
"261040","PARNAMIRIM","PE","12/2023","347","74","458050,42","97680","421","555730,42"
"261050","PASSIRA","PE","12/2023","501","126","661333,79","166321,69","627","827655,48"
"261060","PAUDALHO","PE","12/2023","1193","741","1574773,16","978123,58","1934","2552896,74"
"261070","PAULISTA","PE","12/2023","5432","6179","7173299,75","8160459,92","11611","15333759,67"
"261080","PEDRA","PE","12/2023","314","90","414486,84","118800","404","533286,84"
"261090","PESQUEIRA","PE","12/2023","1740","513","2296890,27","678484,73","2253","2975375,00"
"261100","PETROLÂNDIA","PE","12/2023","933","425","1231594,74","561006,23","1358","1792600,97"
"261110","PETROLINA","PE","12/2023","7084","4089","9351350,39","5397578,66","11173","14748929,05"
"261120","POÇÃO","PE","12/2023","205","37","270600,81","48840","242","319440,81"
"261130","POMBOS","PE","12/2023","393","250","518776,51","330008,89","643","848785,40"
"261140","PRIMAVERA","PE","12/2023","155","93","204600,89","122760","248","327360,89"
"261150","QUIPAPÁ","PE","12/2023","458","242","604565,19","319440,1","700","924005,29"
"261153","QUIXABA","PE","12/2023","78","4","102960,2","5280","82","108240,2"
"261160","RECIFE","PE","12/2023","43405","45775","57316306,16","60450473,76","89180","117766779,92"
"261170","RIACHO DAS ALMAS","PE","12/2023","418","137","551761,68","180840,92","555","732602,60"
"261180","RIBEIRÃO","PE","12/2023","1280","754","1689935,67","995289,33","2034","2685225,00"
"261190","RIO FORMOSO","PE","12/2023","439","203","579490,23","267961,88","642","847452,11"
"261200","SAIRÉ","PE","12/2023","178","49","234966,4","64680","227","299646,4"
"261210","SALGADINHO","PE","12/2023","46","17","60720,44","22440","63","83160,44"
"261220","SALGUEIRO","PE","12/2023","2269","994","2995164,01","1313417,59","3263","4308581,60"
"261230","SALOÁ","PE","12/2023","310","111","409207,95","146521,69","421","555729,64"
"261240","SANHARÓ","PE","12/2023","409","70","539892,35","92400,97","479","632293,32"
"261245","SANTA CRUZ","PE","12/2023","268","45","353761,21","59400","313","413161,21"
"261247","SANTA CRUZ DA BAIXA VERDE","PE","12/2023","159","49","209885,02","64680","208","274565,02"
"261250","SANTA CRUZ DO CAPIBARIBE","PE","12/2023","2330","2354","3075666,63","3108623,27","4684","6184289,90"
"261255","SANTA FILOMENA","PE","12/2023","247","33","326040,52","43560","280","369600,52"
"261260","SANTA MARIA DA BOA VISTA","PE","12/2023","825","139","1089066,32","183483,5","964","1272549,82"
"261270","SANTA MARIA DO CAMBUCÁ","PE","12/2023","160","68","211200,83","89760","228","300960,83"
"261280","SANTA TEREZINHA","PE","12/2023","173","36","228362,85","47520,55","209","275883,40"
"261290","SÃO BENEDITO DO SUL","PE","12/2023","92","38","121440,24","50160,2","130","171600,44"
"261300","SÃO BENTO DO UNA","PE","12/2023","1239","411","1635520,54","542526,01","1650","2178046,55"
"261310","SÃO CAITANO","PE","12/2023","633","320","835577,87","422402,06","953","1257979,93"
"261320","SÃO JOÃO","PE","12/2023","387","160","510853,68","211202,79","547","722056,47"
"261330","SÃO JOAQUIM DO MONTE","PE","12/2023","745","188","983443,04","248168,97","933","1231612,01"
"261340","SÃO JOSÉ DA COROA GRANDE","PE","12/2023","215","165","283803,91","217803,52","380","501607,43"
"261350","SÃO JOSÉ DO BELMONTE","PE","12/2023","748","314","987403,97","414490,8","1062","1401894,77"
"261360","SÃO JOSÉ DO EGITO","PE","12/2023","967","570","1276448,84","752405,8","1537","2028854,64"
"261370","SÃO LOURENÇO DA MATA","PE","12/2023","3326","2407","4390414,4","3177277,74","5733","7567692,14"
"261380","SÃO VICENTE FÉRRER","PE","12/2023","520","126","686407,72","166320,96","646","852728,68"
"261390","SERRA TALHADA","PE","12/2023","3055","1347","4035376,39","1778079,07","4402","5813455,46"
"261400","SERRITA","PE","12/2023","273","32","360369,85","42240,04","305","402609,89"
"261410","SERTÂNIA","PE","12/2023","824","441","1087711,75","582125,99","1265","1669837,74"
"261420","SIRINHAÉM","PE","12/2023","666","439","879142,74","579483,54","1105","1458626,28"
"261430","MOREILÂNDIA","PE","12/2023","310","35","409207,96","46200","345","455407,96"
"261440","SOLIDÃO","PE","12/2023","105","7","138601,44","9240","112","147841,44"
"261450","SURUBIM","PE","12/2023","2182","689","2880290,08","909485,87","2871","3789775,95"
"261460","TABIRA","PE","12/2023","695","207","917425,48","273241,7","902","1190667,18"
"261470","TACAIMBÓ","PE","12/2023","205","52","270604,6","68640,4","257","339245,0"
"261480","TACARATU","PE","12/2023","402","136","530653,98","179462,58","538","710116,56"
"261485","TAMANDARÉ","PE","12/2023","276","184","364329,93","242880,1","460","607210,03"
"261500","TAQUARITINGA DO NORTE","PE","12/2023","457","264","603252,47","348481,9","721","951734,37"
"261510","TEREZINHA","PE","12/2023","42","17","55440,98","22440,1","59","77881,08"
"261520","TERRA NOVA","PE","12/2023","105","18","138602,81","23760,2","123","162363,01"
"261530","TIMBAÚBA","PE","12/2023","3193","1723","4214841,39","2275692,95","4916","6490534,34"
"261540","TORITAMA","PE","12/2023","1009","766","1331906,39","1011129,09","1775","2343035,48"
"261550","TRACUNHAÉM","PE","12/2023","159","157","209882,77","207240","316","417122,77"
"261560","TRINDADE","PE","12/2023","765","372","1009828,91","491043,22","1137","1500872,13"
"261570","TRIUNFO","PE","12/2023","364","92","480487,76","121440,95","456","601928,71"
"261580","TUPANATINGA","PE","12/2023","348","96","459368,21","126720,9","444","586089,11"
"261590","TUPARETAMA","PE","12/2023","173","45","228366,67","59400,75","218","287767,42"
"261600","VENTUROSA","PE","12/2023","280","83","369609,37","109560,2","363","479169,57"
"261610","VERDEJANTE","PE","12/2023","105","25","138602,69","33000","130","171602,69"
"261618","VERTENTE DO LÉRIO","PE","12/2023","71","27","93720,86","35640","98","129360,86"
"261620","VERTENTES","PE","12/2023","153","80","201964,23","105601,28","233","307565,51"
"261630","VICÊNCIA","PE","12/2023","569","167","751090,69","220443,81","736","971534,50"
"261640","VITÓRIA DE SANTO ANTÃO","PE","12/2023","4151","3595","5479502,79","4748114,38","7746","10227617,17"
"261650","XEXÉU","PE","12/2023","302","168","399962,82","221760,1","470","621722,92"
"220005","ACAUÃ","PI","12/2023","18","2","23760","2640","20","26400"
"220010","AGRICOLÂNDIA","PI","12/2023","76","14","100320,91","18480","90","118800,91"
"220020","ÁGUA BRANCA","PI","12/2023","665","149","877813,03","196681,29","814","1074494,32"
"220025","ALAGOINHA DO PIAUÍ","PI","12/2023","116","4","153121,76","5280","120","158401,76"
"220027","ALEGRETE DO PIAUÍ","PI","12/2023","54","16","71281,16","21120,2","70","92401,36"
"220030","ALTO LONGÁ","PI","12/2023","124","24","163682,26","31680","148","195362,26"
"220040","ALTOS","PI","12/2023","1113","317","1469191,27","418442,84","1430","1887634,11"
"220045","ALVORADA DO GURGUÉIA","PI","12/2023","25","5","33003,04","6600,4","30","39603,44"
"220050","AMARANTE","PI","12/2023","591","105","780062,28","138600,94","696","918663,22"
"220060","ANGICAL DO PIAUÍ","PI","12/2023","177","25","233646,87","33000,35","202","266647,22"
"220070","ANÍSIO DE ABREU","PI","12/2023","104","13","137282,28","17160,7","117","154442,98"
"220080","ANTÔNIO ALMEIDA","PI","12/2023","13","2","17160,22","2640","15","19800,22"
"220090","AROAZES","PI","12/2023","31","13","40920,5","17160","44","58080,5"
"220095","AROEIRAS DO ITAIM","PI","12/2023","5","1","6600","1320","6","7920"
"220100","ARRAIAL","PI","12/2023","26","5","34321,02","6600","31","40921,02"
"220105","ASSUNÇÃO DO PIAUÍ","PI","12/2023","33","5","43560,95","6600","38","50160,95"
"220110","AVELINO LOPES","PI","12/2023","256","26","337922,12","34320","282","372242,12"
"220115","BAIXA GRANDE DO RIBEIRO","PI","12/2023","52","8","68640","10560","60","79200"
"220117","BARRA DALCÂNTARA","PI","12/2023","23","1","30360","1320","24","31680"
"220120","BARRAS","PI","12/2023","1288","328","1700191,41","432960,58","1616","2133151,99"
"220130","BARREIRAS DO PIAUÍ","PI","12/2023","31","1","40920,16","1320","32","42240,16"
"220140","BARRO DURO","PI","12/2023","83","15","109561,93","19800,96","98","129362,89"
"220150","BATALHA","PI","12/2023","406","127","535945,86","167643,98","533","703589,84"
"220155","BELA VISTA DO PIAUÍ","PI","12/2023","31","1","40920,93","1320","32","42240,93"
"220157","BELÉM DO PIAUÍ","PI","12/2023","24","3","31681,49","3960","27","35641,49"
"220160","BENEDITINOS","PI","12/2023","109","15","143882,13","19800","124","163682,13"
"220170","BERTOLÍNIA","PI","12/2023","45","14","59400","18480","59","77880"
"220173","BETÂNIA DO PIAUÍ","PI","12/2023","22","3","29040","3960","25","33000"
"220177","BOA HORA","PI","12/2023","22","0","29040,4","0","22","29040,4"
"220180","BOCAINA","PI","12/2023","69","3","91081,92","3960","72","95041,92"
"220190","BOM JESUS","PI","12/2023","1117","188","1474469,27","248164,34","1305","1722633,61"
"220191","BOM PRINCÍPIO DO PIAUÍ","PI","12/2023","39","4","51481,11","5280","43","56761,11"
"220192","BONFIM DO PIAUÍ","PI","12/2023","91","7","120121,98","9240","98","129361,98"
"220194","BOQUEIRÃO DO PIAUÍ","PI","12/2023","53","8","69960,65","10560","61","80520,65"
"220196","BRASILEIRA","PI","12/2023","67","13","88443,85","17160,2","80","105604,05"
"220198","BREJO DO PIAUÍ","PI","12/2023","5","0","6600","0","5","6600"
"220200","BURITI DOS LOPES","PI","12/2023","378","61","498984,84","80520,84","439","579505,68"
"220202","BURITI DOS MONTES","PI","12/2023","35","4","46201,17","5280","39","51481,17"
"220205","CABECEIRAS DO PIAUÍ","PI","12/2023","66","8","87120,2","10560","74","97680,2"
"220207","CAJAZEIRAS DO PIAUÍ","PI","12/2023","16","0","21120","0","16","21120"
"220208","CAJUEIRO DA PRAIA","PI","12/2023","51","24","67320,27","31680,78","75","99001,05"
"220209","CALDEIRÃO GRANDE DO PIAUÍ","PI","12/2023","34","5","44880","6600","39","51480"
"220210","CAMPINAS DO PIAUÍ","PI","12/2023","34","5","44880,87","6600","39","51480,87"
"220211","CAMPO ALEGRE DO FIDALGO","PI","12/2023","42","3","55444,88","3960","45","59404,88"
"220213","CAMPO GRANDE DO PIAUÍ","PI","12/2023","43","2","56761,9","2640","45","59401,9"
"220217","CAMPO LARGO DO PIAUÍ","PI","12/2023","36","11","47520,3","14520,8","47","62041,1"
"220220","CAMPO MAIOR","PI","12/2023","1770","854","2336437,25","1127290,51","2624","3463727,76"
"220225","CANAVIEIRA","PI","12/2023","10","7","13200,58","9240","17","22440,58"
"220230","CANTO DO BURITI","PI","12/2023","818","270","1079782,08","356407","1088","1436189,08"
"220240","CAPITÃO DE CAMPOS","PI","12/2023","156","19","205921,24","25080,31","175","231001,55"
"220245","CAPITÃO GERVÁSIO OLIVEIRA","PI","12/2023","62","4","81841,4","5280","66","87121,4"
"220250","CARACOL","PI","12/2023","140","26","184804,56","34320","166","219124,56"
"220253","CARAÚBAS DO PIAUÍ","PI","12/2023","56","5","73920,45","6600","61","80520,45"
"220255","CARIDADE DO PIAUÍ","PI","12/2023","54","9","71280,2","11880","63","83160,2"
"220260","CASTELO DO PIAUÍ","PI","12/2023","572","171","755056,98","225721,03","743","980778,01"
"220265","CAXINGÓ","PI","12/2023","22","3","29040","3960","25","33000"
"220270","COCAL","PI","12/2023","868","94","1145775,4","124080","962","1269855,4"
"220271","COCAL DE TELHA","PI","12/2023","37","8","48841,48","10560","45","59401,48"
"220272","COCAL DOS ALVES","PI","12/2023","30","0","39600,7","0","30","39600,7"
"220273","COIVARAS","PI","12/2023","24","2","33000,2","2640","26","35640,2"
"220275","COLÔNIA DO GURGUÉIA","PI","12/2023","63","11","83160","14520","74","97680"
"220277","COLÔNIA DO PIAUÍ","PI","12/2023","33","9","43560,63","11880,7","42","55441,33"
"220280","CONCEIÇÃO DO CANINDÉ","PI","12/2023","22","8","29040","10560","30","39600"
"220285","CORONEL JOSÉ DIAS","PI","12/2023","48","4","63362,19","5280","52","68642,19"
"220290","CORRENTE","PI","12/2023","1441","228","1902097,77","300963,47","1669","2203061,24"
"220300","CRISTALÂNDIA DO PIAUÍ","PI","12/2023","48","1","63361,74","1320","49","64681,74"
"220310","CRISTINO CASTRO","PI","12/2023","340","56","448815,11","73922,87","396","522737,98"
"220320","CURIMATÁ","PI","12/2023","461","49","608544,4","64681","510","673225,4"
"220323","CURRAIS","PI","12/2023","3","2","3960,8","2640","5","6600,8"
"220325","CURRALINHOS","PI","12/2023","13","1","17160","1320","14","18480"
"220327","CURRAL NOVO DO PIAUÍ","PI","12/2023","22","0","29040,53","0","22","29040,53"
"220330","DEMERVAL LOBÃO","PI","12/2023","170","65","224401,66","85800","235","310201,66"
"220335","DIRCEU ARCOVERDE","PI","12/2023","119","20","157080,82","26400","139","183480,82"
"220340","DOM EXPEDITO LOPES","PI","12/2023","57","14","75240,21","18480,69","71","93720,90"
"220342","DOMINGOS MOURÃO","PI","12/2023","43","7","56764,49","9240","50","66004,49"
"220345","DOM INOCÊNCIO","PI","12/2023","90","11","118800,21","14520,48","101","133320,69"
"220350","ELESBÃO VELOSO","PI","12/2023","435","57","574205,86","75240,05","492","649445,91"
