"Código","Unidade Territorial","UF","Referência","Pessoas com Deficiência (PCD) beneficiárias do BPC","Idosos beneficiários do BPC","Valor Repassado a PCDs pelo BPC","Valor Repassado a Idosos pelo BPC","Total de Beneficiários do BPC","Valor Total repassado ao BPC"
"352320","ITARARÉ","SP","12/2023","692","634","913460,35","838207,4","1326","1751667,75"
"352330","ITARIRI","SP","12/2023","308","277","406564,74","365640,34","585","772205,08"
"352340","ITATIBA","SP","12/2023","724","873","955719,26","1155006,46","1597","2110725,72"
"352350","ITATINGA","SP","12/2023","241","187","318127,93","246843,32","428","564971,25"
"352360","ITIRAPINA","SP","12/2023","108","137","142564,31","180841,65","245","323405,96"
"352370","ITIRAPUÃ","SP","12/2023","89","52","117484,75","68641,74","141","186126,49"
"352380","ITOBI","SP","12/2023","98","35","129363,03","46201,58","133","175564,61"
"352390","ITU","SP","12/2023","1229","1720","1622340,72","2271731,3","2949","3894072,02"
"352400","ITUPEVA","SP","12/2023","280","366","369605,09","483122,73","646","852727,82"
"352410","ITUVERAVA","SP","12/2023","716","361","945170,59","476535,01","1077","1421705,60"
"352420","JABORANDI","SP","12/2023","86","26","113521,94","34320","112","147841,94"
"352430","JABOTICABAL","SP","12/2023","834","1074","1100937,61","1419031,79","1908","2519969,40"
"352440","JACAREÍ","SP","12/2023","1799","2356","2376092,48","3109935,45","4155","5486027,93"
"352450","JACI","SP","12/2023","151","47","199323,97","62041,27","198","261365,24"
"352460","JACUPIRANGA","SP","12/2023","360","357","475207,32","471244,05","717","946451,37"
"352470","JAGUARIÚNA","SP","12/2023","316","466","417139,74","615124,93","782","1032264,67"
"352480","JALES","SP","12/2023","1075","815","1419051,82","1075818,49","1890","2494870,31"
"352490","JAMBEIRO","SP","12/2023","32","44","42240,2","58080,36","76","100320,56"
"352500","JANDIRA","SP","12/2023","716","1094","945141,33","1446730,54","1810","2391871,87"
"352510","JARDINÓPOLIS","SP","12/2023","436","399","575548,8","526685,54","835","1102234,34"
"352520","JARINU","SP","12/2023","457","579","603255,35","764292,63","1036","1367547,98"
"352530","JAÚ","SP","12/2023","1138","1114","1502230,06","1471807,16","2252","2974037,22"
"352540","JERIQUARA","SP","12/2023","50","24","66003,63","31680,14","74","97683,77"
"352550","JOANÓPOLIS","SP","12/2023","138","115","182162,22","151800","253","333962,22"
"352560","JOÃO RAMALHO","SP","12/2023","44","18","58080,87","23760","62","81840,87"
"352570","JOSÉ BONIFÁCIO","SP","12/2023","433","466","571596,78","615132,61","899","1186729,39"
"352580","JÚLIO MESQUITA","SP","12/2023","43","13","56763,05","17160","56","73923,05"
"352585","JUMIRIM","SP","12/2023","7","11","9240","14520","18","23760"
"352590","JUNDIAÍ","SP","12/2023","2547","2684","3362179,1","3545544,54","5231","6907723,64"
"352600","JUNQUEIRÓPOLIS","SP","12/2023","282","138","372255,93","182166,74","420","554422,67"
"352610","JUQUIÁ","SP","12/2023","424","576","559695,88","761645,11","1000","1321340,99"
"352620","JUQUITIBA","SP","12/2023","496","809","654733,31","1067894,96","1305","1722628,27"
"352630","LAGOINHA","SP","12/2023","75","124","99000","163680,08","199","262680,08"
"352640","LARANJAL PAULISTA","SP","12/2023","375","210","495028,32","277204,11","585","772232,43"
"352650","LAVÍNIA","SP","12/2023","64","33","84482,61","43560","97","128042,61"
"352660","LAVRINHAS","SP","12/2023","41","39","54121,72","51480","80","105601,72"
"352670","LEME","SP","12/2023","1075","920","1419082,33","1214400,92","1995","2633483,25"
"352680","LENÇÓIS PAULISTA","SP","12/2023","650","463","858035,03","611182,78","1113","1469217,81"
"352690","LIMEIRA","SP","12/2023","2403","3006","3172099,46","3971912,55","5409","7144012,01"
"352700","LINDÓIA","SP","12/2023","58","48","76564,5","63361,4","106","139925,9"
"352710","LINS","SP","12/2023","892","817","1177494,01","1082402,39","1709","2259896,40"
"352720","LORENA","SP","12/2023","806","1105","1065283,82","1458625,78","1911","2523909,60"
"352725","LOURDES","SP","12/2023","24","8","31681,29","10560","32","42241,29"
"352730","LOUVEIRA","SP","12/2023","229","245","302289,25","323403,71","474","625692,96"
"352740","LUCÉLIA","SP","12/2023","259","147","343220,1","194042,67","406","537262,77"
"352750","LUCIANÓPOLIS","SP","12/2023","16","12","21121,5","15840","28","36961,5"
"352760","LUÍS ANTÔNIO","SP","12/2023","171","99","227046,31","130681,82","270","357728,13"
"352770","LUIZIÂNIA","SP","12/2023","62","22","81841,04","29040","84","110881,04"
"352780","LUPÉRCIO","SP","12/2023","47","37","62040,42","48840,78","84","110881,20"
"352790","LUTÉCIA","SP","12/2023","18","10","23762,09","13200,18","28","36962,27"
"352800","MACATUBA","SP","12/2023","206","64","271929,2","84480,86","270","356410,06"
"352810","MACAUBAL","SP","12/2023","109","60","143884,43","79201,88","169","223086,31"
"352820","MACEDÔNIA","SP","12/2023","38","10","50161,09","13200","48","63361,09"
"352830","MAGDA","SP","12/2023","50","29","66002,64","39600,01","79","105602,65"
"352840","MAIRINQUE","SP","12/2023","367","474","484465,06","627007,72","841","1111472,78"
"352850","MAIRIPORÃ","SP","12/2023","672","1542","887056,74","2035449,88","2214","2922506,62"
"352860","MANDURI","SP","12/2023","84","53","110883,13","69960","137","180843,13"
"352870","MARABÁ PAULISTA","SP","12/2023","38","22","50165,48","29040,5","60","79205,98"
"352880","MARACAÍ","SP","12/2023","111","99","146525,74","132001,15","210","278526,89"
"352885","MARAPOAMA","SP","12/2023","25","12","33000,07","15840","37","48840,07"
"352890","MARIÁPOLIS","SP","12/2023","39","23","51481,24","30360,21","62","81841,45"
"352900","MARÍLIA","SP","12/2023","2435","2777","3215661,93","3670936,65","5212","6886598,58"
"352910","MARINÓPOLIS","SP","12/2023","33","9","43560,88","11880","42","55440,88"
"352920","MARTINÓPOLIS","SP","12/2023","400","303","528021,82","399966,31","703","927988,13"
"352930","MATÃO","SP","12/2023","609","718","803915,57","947762,83","1327","1751678,40"
"352940","MAUÁ","SP","12/2023","2849","4597","3760781,08","6076019,19","7446","9836800,27"
"352950","MENDONÇA","SP","12/2023","73","72","96362,33","95042,6","145","191404,93"
"352960","MERIDIANO","SP","12/2023","54","25","71280,93","33000","79","104280,93"
"352965","MESÓPOLIS","SP","12/2023","13","7","17160,3","9240","20","26400,3"
"352970","MIGUELÓPOLIS","SP","12/2023","434","178","572902,64","234966,03","612","807868,67"
"352980","MINEIROS DO TIETÊ","SP","12/2023","103","74","135972,16","97681,84","177","233654,00"
"352990","MIRACATU","SP","12/2023","490","567","646825,28","748452,37","1057","1395277,65"
"353000","MIRA ESTRELA","SP","12/2023","34","32","44881,04","42240,01","66","87121,05"
"353010","MIRANDÓPOLIS","SP","12/2023","340","231","448819,15","304922,58","571","753741,73"
"353020","MIRANTE DO PARANAPANEMA","SP","12/2023","254","132","335288,93","174242,04","386","509530,97"
"353030","MIRASSOL","SP","12/2023","695","846","917441,07","1119378,97","1541","2036820,04"
"353040","MIRASSOLÂNDIA","SP","12/2023","54","55","71281,64","72601,79","109","143883,43"
"353050","MOCOCA","SP","12/2023","1020","520","1346477,96","686402,93","1540","2032880,89"
"353060","MOGI DAS CRUZES","SP","12/2023","4693","5999","6196367,45","7922706,45","10692","14119073,90"
"353070","MOGI GUAÇU","SP","12/2023","1386","996","1830923,67","1314486,97","2382","3145410,64"
"353080","MOGI MIRIM","SP","12/2023","786","693","1037569,52","916082,36","1479","1953651,88"
"353090","MOMBUCA","SP","12/2023","23","3","30363,23","3960","26","34323,23"
"353100","MONÇÕES","SP","12/2023","37","11","48842,14","14521,66","48","63363,80"
"353110","MONGAGUÁ","SP","12/2023","921","1768","1217105,51","2333836,03","2689","3550941,54"
"353120","MONTE ALEGRE DO SUL","SP","12/2023","95","70","125400","92400,69","165","217800,69"
"353130","MONTE ALTO","SP","12/2023","459","499","605907,45","660007,61","958","1265915,06"
"353140","MONTE APRAZÍVEL","SP","12/2023","301","346","397342,24","458044,89","647","855387,13"
"353150","MONTE AZUL PAULISTA","SP","12/2023","182","178","240249,87","234964,02","360","475213,89"
"353160","MONTE CASTELO","SP","12/2023","86","33","113527,62","43560","119","157087,62"
"353170","MONTEIRO LOBATO","SP","12/2023","82","141","108241,84","186120,51","223","294362,35"
"353180","MONTE MOR","SP","12/2023","709","817","937223,7","1079773,93","1526","2016997,63"
"353190","MORRO AGUDO","SP","12/2023","412","167","543867,92","220442,38","579","764310,30"
"353200","MORUNGABA","SP","12/2023","168","173","221762,5","228361,39","341","450123,89"
"353205","MOTUCA","SP","12/2023","18","9","23760,9","11880","27","35640,9"
"353210","MURUTINGA DO SUL","SP","12/2023","46","34","62041,8","44880,33","80","106922,13"
"353215","NANTES","SP","12/2023","29","20","38280,2","26400","49","64680,2"
"353220","NARANDIBA","SP","12/2023","51","40","67321,46","52801,37","91","120122,83"
"353230","NATIVIDADE DA SERRA","SP","12/2023","81","95","106922,12","126720","176","233642,12"
"353240","NAZARÉ PAULISTA","SP","12/2023","201","271","265321,95","357720,12","472","623042,07"
"353250","NEVES PAULISTA","SP","12/2023","103","98","135963,66","129361,08","201","265324,74"
"353260","NHANDEARA","SP","12/2023","323","193","426375,34","256084,64","516","682459,98"
"353270","NIPOÃ","SP","12/2023","59","18","77883,91","23760","77","101643,91"
"353280","NOVA ALIANÇA","SP","12/2023","57","75","75245,79","99004,66","132","174250,45"
"353282","NOVA CAMPINA","SP","12/2023","103","51","135961,61","67320","154","203281,61"
"353284","NOVA CANAÃ PAULISTA","SP","12/2023","29","6","38282,16","7920","35","46202,16"
"353286","NOVA CASTILHO","SP","12/2023","4","7","5280,2","9240","11","14520,2"
"353290","NOVA EUROPA","SP","12/2023","50","39","66001,21","51480","89","117481,21"
"353300","NOVA GRANADA","SP","12/2023","237","245","312858,96","323409,06","482","636268,02"
"353310","NOVA GUATAPORANGA","SP","12/2023","34","11","44881,21","14520,95","45","59402,16"
"353320","NOVA INDEPENDÊNCIA","SP","12/2023","26","25","34321,11","33000,2","51","67321,31"
"353325","NOVAIS","SP","12/2023","25","26","33003,33","34320","51","67323,33"
"353330","NOVA LUZITÂNIA","SP","12/2023","42","21","55440,1","27720,05","63","83160,15"
"353340","NOVA ODESSA","SP","12/2023","329","499","434296,76","660004,11","828","1094300,87"
"353350","NOVO HORIZONTE","SP","12/2023","543","521","716791,73","690378,88","1064","1407170,61"
"353360","NUPORANGA","SP","12/2023","88","23","116162,33","30360,01","111","146522,34"
"353370","OCAUÇU","SP","12/2023","67","50","88443,06","66000,56","117","154443,62"
"353380","ÓLEO","SP","12/2023","15","15","19801,04","19800","30","39601,04"
"353390","OLÍMPIA","SP","12/2023","620","663","818439,78","876497,21","1283","1694936,99"
"353400","ONDA VERDE","SP","12/2023","41","27","54122,28","35641,54","68","89763,82"
"353410","ORIENTE","SP","12/2023","72","67","95045,02","88441,27","139","183486,29"
"353420","ORINDIÚVA","SP","12/2023","36","37","47520","48840","73","96360"
"353430","ORLÂNDIA","SP","12/2023","414","215","546513,04","283809,02","629","830322,06"
"353440","OSASCO","SP","12/2023","6928","8712","9146535,3","11505173,38","15640","20651708,68"
"353450","OSCAR BRESSANE","SP","12/2023","25","26","33000,8","34320","51","67320,8"
"353460","OSVALDO CRUZ","SP","12/2023","397","357","524063,26","471247,4","754","995310,66"
"353470","OURINHOS","SP","12/2023","1228","1357","1621039,27","1791248,54","2585","3412287,81"
"353475","OUROESTE","SP","12/2023","199","120","262685,75","158401,11","319","421086,86"
"353480","OURO VERDE","SP","12/2023","188","69","249485,6","91080","257","340565,6"
"353490","PACAEMBU","SP","12/2023","141","100","186126,54","133320,22","241","319446,76"
"353500","PALESTINA","SP","12/2023","131","109","172923,85","143881,02","240","316804,87"
"353510","PALMARES PAULISTA","SP","12/2023","57","33","75241,82","43560,14","90","118801,96"
"353520","PALMEIRA DOESTE","SP","12/2023","206","80","271922,43","105600","286","377522,43"
"353530","PALMITAL","SP","12/2023","274","281","361694,47","370925,9","555","732620,37"
"353540","PANORAMA","SP","12/2023","271","162","357742,32","213844,34","433","571586,66"
"353550","PARAGUAÇU PAULISTA","SP","12/2023","516","328","682488,53","432971,95","844","1115460,48"
"353560","PARAIBUNA","SP","12/2023","244","356","322083,67","469921,66","600","792005,33"
"353570","PARAÍSO","SP","12/2023","47","21","62042,31","27720,2","68","89762,51"
"353580","PARANAPANEMA","SP","12/2023","255","168","336606,14","221760,28","423","558366,42"
"353590","PARANAPUÃ","SP","12/2023","78","29","102963,05","38280","107","141243,05"
"353600","PARAPUÃ","SP","12/2023","182","132","241568,43","174240,19","314","415808,62"
"353610","PARDINHO","SP","12/2023","94","66","124081,9","87120","160","211201,9"
"353620","PARIQUERA-AÇU","SP","12/2023","360","372","475212,55","491048,02","732","966260,57"
"353625","PARISI","SP","12/2023","38","34","50161,27","44880,62","72","95041,89"
"353630","PATROCÍNIO PAULISTA","SP","12/2023","175","81","231009,24","106920,78","256","337930,02"
"353640","PAULICÉIA","SP","12/2023","96","63","126725,56","83160,26","159","209885,82"
"353650","PAULÍNIA","SP","12/2023","506","752","667938,19","992649,58","1258","1660587,77"
"353657","PAULISTÂNIA","SP","12/2023","23","6","30360","7920","29","38280"
"353660","PAULO DE FARIA","SP","12/2023","171","160","225724,2","211204,04","331","436928,24"
"353670","PEDERNEIRAS","SP","12/2023","459","369","605906,75","487090,77","828","1092997,52"
"353680","PEDRA BELA","SP","12/2023","95","59","125400,58","79200","154","204600,58"
"353690","PEDRANÓPOLIS","SP","12/2023","34","17","44880,92","22440,19","51","67321,11"
"353700","PEDREGULHO","SP","12/2023","236","106","311528,21","139921,58","342","451449,79"
"353710","PEDREIRA","SP","12/2023","341","342","450146,47","451445,5","683","901591,97"
"353715","PEDRINHAS PAULISTA","SP","12/2023","26","23","34320","30360","49","64680"
"353720","PEDRO DE TOLEDO","SP","12/2023","162","183","213848,54","241565,68","345","455414,22"
"353730","PENÁPOLIS","SP","12/2023","761","564","1005891,27","745801,88","1325","1751693,15"
"353740","PEREIRA BARRETO","SP","12/2023","354","304","467297,7","401288,3","658","868586,0"
"353750","PEREIRAS","SP","12/2023","62","54","81840,5","71280","116","153120,5"
"353760","PERUÍBE","SP","12/2023","1523","2325","2011771,27","3069039,75","3848","5080811,02"
"353770","PIACATU","SP","12/2023","66","20","87120,7","26400,2","86","113520,9"
"353780","PIEDADE","SP","12/2023","731","876","964944,49","1156329,32","1607","2121273,81"
"353790","PILAR DO SUL","SP","12/2023","336","259","443539,51","343207,77","595","786747,28"
"353800","PINDAMONHANGABA","SP","12/2023","2066","2466","2727259,12","3259092,57","4532","5986351,69"
"353810","PINDORAMA","SP","12/2023","127","129","168971,16","171600,45","256","340571,61"
"353820","PINHALZINHO","SP","12/2023","140","195","184804,75","257401,01","335","442205,76"
"353830","PIQUEROBI","SP","12/2023","70","15","92402,47","19800,29","85","112202,76"
"353850","PIQUETE","SP","12/2023","104","135","137285,5","178201,15","239","315486,65"
"353860","PIRACAIA","SP","12/2023","286","332","377529,82","439564,78","618","817094,60"
"353870","PIRACICABA","SP","12/2023","3554","3328","4691439,37","4399591,77","6882","9091031,14"
"353880","PIRAJU","SP","12/2023","530","289","699633,58","381482,55","819","1081116,13"
"353890","PIRAJUÍ","SP","12/2023","385","290","508223,27","382804,5","675","891027,77"
"353900","PIRANGI","SP","12/2023","77","72","101643,54","95042,21","149","196685,75"
"353910","PIRAPORA DO BOM JESUS","SP","12/2023","100","133","132002,52","175561,75","233","307564,27"
"353920","PIRAPOZINHO","SP","12/2023","272","273","359051,21","360363,5","545","719414,71"
"353930","PIRASSUNUNGA","SP","12/2023","719","517","950445,43","682443,8","1236","1632889,23"
"353940","PIRATININGA","SP","12/2023","109","117","145202,04","155761,8","226","300963,84"
"353950","PITANGUEIRAS","SP","12/2023","387","196","510863,79","258725,17","583","769588,96"
"353960","PLANALTO","SP","12/2023","67","16","88442,99","21120","83","109562,99"
"353970","PLATINA","SP","12/2023","23","16","30360,58","21122,47","39","51483,05"
"353980","POÁ","SP","12/2023","1079","1395","1424329,74","1842747,91","2474","3267077,65"
"353990","POLONI","SP","12/2023","59","34","77884,82","44880,61","93","122765,43"
"354000","POMPÉIA","SP","12/2023","189","249","249488,7","328682,31","438","578171,01"
"354010","PONGAÍ","SP","12/2023","52","40","68642,78","52800","92","121442,78"
"354020","PONTAL","SP","12/2023","362","233","477858,08","307567,46","595","785425,54"
"354025","PONTALINDA","SP","12/2023","42","7","55445,13","9240","49","64685,13"
"354030","PONTES GESTAL","SP","12/2023","25","25","33003,01","33000,15","50","66003,16"
"354040","POPULINA","SP","12/2023","76","24","100324,38","31680","100","132004,38"
"354050","PORANGABA","SP","12/2023","88","81","116163,11","106922","169","223085,11"
"354060","PORTO FELIZ","SP","12/2023","462","505","611176,43","666602,48","967","1277778,91"
"354070","PORTO FERREIRA","SP","12/2023","584","446","772231,6","588725,56","1030","1360957,16"
"354075","POTIM","SP","12/2023","117","132","154442,57","174242,17","249","328684,74"
"354080","POTIRENDABA","SP","12/2023","153","183","201966,74","241561,52","336","443528,26"
"354085","PRACINHA","SP","12/2023","17","13","22441,1","17160","30","39601,1"
"354090","PRADÓPOLIS","SP","12/2023","176","132","232213,07","174242,31","308","406455,38"
"354100","PRAIA GRANDE","SP","12/2023","3030","4387","4005049,43","5792242,47","7417","9797291,90"
"354105","PRATÂNIA","SP","12/2023","63","50","83162,58","66000","113","149162,58"
"354110","PRESIDENTE ALVES","SP","12/2023","25","26","33000,2","34320,2","51","67320,4"
"354120","PRESIDENTE BERNARDES","SP","12/2023","107","78","141244,77","102960,31","185","244205,08"
"354130","PRESIDENTE EPITÁCIO","SP","12/2023","593","350","782793,24","462003,15","943","1244796,39"
"354140","PRESIDENTE PRUDENTE","SP","12/2023","1829","2128","2414398,55","2811622,21","3957","5226020,76"
"354150","PRESIDENTE VENCESLAU","SP","12/2023","451","321","595355,95","423724,39","772","1019080,34"
"354160","PROMISSÃO","SP","12/2023","450","301","594032,62","397327,87","751","991360,49"
"354165","QUADRA","SP","12/2023","7","5","9240","6600","12","15840"
"354170","QUATÁ","SP","12/2023","134","72","176885,78","95040,69","206","271926,47"
"354180","QUEIROZ","SP","12/2023","35","20","46200,99","26400,36","55","72601,35"
"354190","QUELUZ","SP","12/2023","112","203","147842,13","267961,54","315","415803,67"
"354200","QUINTANA","SP","12/2023","64","63","84482,51","83162,76","127","167645,27"
"354210","RAFARD","SP","12/2023","41","43","54120","56760","84","110880"
"354220","RANCHARIA","SP","12/2023","410","269","541223,32","355086,21","679","896309,53"
"354230","REDENÇÃO DA SERRA","SP","12/2023","90","104","118803,01","137280,57","194","256083,58"
"354240","REGENTE FEIJÓ","SP","12/2023","226","151","298335,58","199320,93","377","497656,51"
"354250","REGINÓPOLIS","SP","12/2023","45","35","59400,5","46200","80","105600,5"
"354260","REGISTRO","SP","12/2023","1106","1311","1459964,14","1734504,3","2417","3194468,44"
"354270","RESTINGA","SP","12/2023","81","30","106922,6","39600","111","146522,6"
"354280","RIBEIRA","SP","12/2023","39","27","51480,79","35640","66","87120,79"
"354290","RIBEIRÃO BONITO","SP","12/2023","112","60","147846,01","79200","172","227046,01"
"354300","RIBEIRÃO BRANCO","SP","12/2023","254","99","335288,69","130680,73","353","465969,42"
"354310","RIBEIRÃO CORRENTE","SP","12/2023","74","34","97684,44","44881,5","108","142565,94"
"354320","RIBEIRÃO DO SUL","SP","12/2023","120","127","158401,7","167640","247","326041,7"
"354323","RIBEIRÃO DOS ÍNDIOS","SP","12/2023","10","4","13200","5280","14","18480"
"354325","RIBEIRÃO GRANDE","SP","12/2023","80","60","105602,09","79201,09","140","184803,18"
"354330","RIBEIRÃO PIRES","SP","12/2023","941","1791","1243494,14","2364127,19","2732","3607621,33"
"354340","RIBEIRÃO PRETO","SP","12/2023","5614","6844","7413167,85","9042068,41","12458","16455236,26"
"354350","RIVERSUL","SP","12/2023","122","63","161041,26","83160","185","244201,26"
"354360","RIFAINA","SP","12/2023","48","29","63362,11","38280,69","77","101642,80"
"354370","RINCÃO","SP","12/2023","131","138","172923,46","182162,23","269","355085,69"
"354380","RINÓPOLIS","SP","12/2023","114","85","150485,37","113520,98","199","264006,35"
"354390","RIO CLARO","SP","12/2023","1216","2057","1605174,75","2716588,52","3273","4321763,27"
"354400","RIO DAS PEDRAS","SP","12/2023","243","192","320767,03","253440,79","435","574207,82"
"354410","RIO GRANDE DA SERRA","SP","12/2023","362","460","477861,87","607213,29","822","1085075,16"
"354420","RIOLÂNDIA","SP","12/2023","212","105","279849,59","138604,11","317","418453,70"
"354425","ROSANA","SP","12/2023","213","169","281227,48","223081,7","382","504309,18"
"354430","ROSEIRA","SP","12/2023","92","58","121446,2","76561,09","150","198007,29"
"354440","RUBIÁCEA","SP","12/2023","24","8","31681,1","10560","32","42241,1"
"354450","RUBINÉIA","SP","12/2023","40","18","52801,08","23760","58","76561,08"
"354460","SABINO","SP","12/2023","55","45","72604,94","59401,2","100","132006,14"
"354470","SAGRES","SP","12/2023","9","7","11880,63","9240,76","16","21121,39"
"354480","SALES","SP","12/2023","70","61","92400,54","80520,69","131","172921,23"
"354490","SALES OLIVEIRA","SP","12/2023","77","54","101646,17","71282,54","131","172928,71"
"354500","SALESÓPOLIS","SP","12/2023","196","259","258723,43","341881,11","455","600604,54"
"354510","SALMOURÃO","SP","12/2023","62","28","81843,46","36960,25","90","118803,71"
"354515","SALTINHO","SP","12/2023","18","37","23761,91","48840,1","55","72602,01"
"354520","SALTO","SP","12/2023","795","1092","1049255,95","1441441,43","1887","2490697,38"
"354530","SALTO DE PIRAPORA","SP","12/2023","473","519","624374,08","685082,7","992","1309456,78"
"354540","SALTO GRANDE","SP","12/2023","130","135","171606,19","178201,29","265","349807,48"
"354550","SANDOVALINA","SP","12/2023","27","18","35640,87","23760","45","59400,87"
"354560","SANTA ADÉLIA","SP","12/2023","103","82","135963,09","108240","185","244203,09"
"354570","SANTA ALBERTINA","SP","12/2023","104","55","137281,71","72600","159","209881,71"
"354580","SANTA BÁRBARA DOESTE","SP","12/2023","1036","1144","1367570,51","1510087,05","2180","2877657,56"
"354600","SANTA BRANCA","SP","12/2023","148","181","195366,84","238920,5","329","434287,34"
"354610","SANTA CLARA DOESTE","SP","12/2023","56","14","73922,17","18481,6","70","92403,77"
"354620","SANTA CRUZ DA CONCEIÇÃO","SP","12/2023","34","61","44880,4","80520,77","95","125401,17"
"354625","SANTA CRUZ DA ESPERANÇA","SP","12/2023","15","8","19802,7","10560,42","23","30363,12"
"354630","SANTA CRUZ DAS PALMEIRAS","SP","12/2023","284","132","374902,07","174244,59","416","549146,66"
"354640","SANTA CRUZ DO RIO PARDO","SP","12/2023","553","401","730228,27","530646,49","954","1260874,76"
"354650","SANTA ERNESTINA","SP","12/2023","44","28","58081,12","36960","72","95041,12"
"354660","SANTA FÉ DO SUL","SP","12/2023","690","266","910850,46","352445,43","956","1263295,89"
"354670","SANTA GERTRUDES","SP","12/2023","99","155","130681,07","205920,4","254","336601,47"
"354680","SANTA ISABEL","SP","12/2023","570","1021","752420,78","1347729,58","1591","2100150,36"
"354690","SANTA LÚCIA","SP","12/2023","52","33","68643","43560","85","112203"
"354700","SANTA MARIA DA SERRA","SP","12/2023","61","25","80520,04","33000","86","113520,04"
"354710","SANTA MERCEDES","SP","12/2023","36","17","47520,3","22440","53","69960,3"
"354720","SANTANA DA PONTE PENSA","SP","12/2023","20","3","26400,1","3960","23","30360,1"
"354730","SANTANA DE PARNAÍBA","SP","12/2023","908","1302","1198594","1718656,7","2210","2917250,7"
"354740","SANTA RITA DOESTE","SP","12/2023","55","22","72601,22","29040","77","101641,22"
"354750","SANTA RITA DO PASSA QUATRO","SP","12/2023","251","205","331330,64","270602,42","456","601933,06"
"354760","SANTA ROSA DE VITERBO","SP","12/2023","388","220","512196,21","291726,29","608","803922,50"
"354765","SANTA SALETE","SP","12/2023","3","5","3960","6600","8","10560"
"354770","SANTO ANASTÁCIO","SP","12/2023","257","151","339254,15","199322,44","408","538576,59"
"354780","SANTO ANDRÉ","SP","12/2023","3730","6436","4925062,92","8499525,22","10166","13424588,14"
"354790","SANTO ANTÔNIO DA ALEGRIA","SP","12/2023","56","45","73920,61","59400,2","101","133320,81"
"354800","SANTO ANTÔNIO DE POSSE","SP","12/2023","266","232","351197,23","306246,47","498","657443,70"
"354805","SANTO ANTÔNIO DO ARACANGUÁ","SP","12/2023","44","41","58080,77","54120,27","85","112201,04"
"354810","SANTO ANTÔNIO DO JARDIM","SP","12/2023","55","52","72601,23","68640","107","141241,23"
"354820","SANTO ANTÔNIO DO PINHAL","SP","12/2023","100","142","132002,41","187444,88","242","319447,29"
"354830","SANTO EXPEDITO","SP","12/2023","34","21","44880","27720","55","72600"
"354840","SANTÓPOLIS DO AGUAPEÍ","SP","12/2023","37","23","48840,37","30360","60","79200,37"
"354850","SANTOS","SP","12/2023","2618","3745","3455923,46","4947418,48","6363","8403341,94"
"354860","SÃO BENTO DO SAPUCAÍ","SP","12/2023","172","223","227041,35","294361,57","395","521402,92"
"354870","SÃO BERNARDO DO CAMPO","SP","12/2023","6533","8424","8626477,55","11126349,67","14957","19752827,22"
"354880","SÃO CAETANO DO SUL","SP","12/2023","1189","1959","1570856,29","2585961,83","3148","4156818,12"
"354890","SÃO CARLOS","SP","12/2023","2007","1714","2649397,68","2262500,17","3721","4911897,85"
"354900","SÃO FRANCISCO","SP","12/2023","46","20","60720,83","26400,19","66","87121,02"
"354910","SÃO JOÃO DA BOA VISTA","SP","12/2023","764","745","1008522,92","984721,63","1509","1993244,55"
"354920","SÃO JOÃO DAS DUAS PONTES","SP","12/2023","36","4","47520,64","5280","40","52800,64"
"354925","SÃO JOÃO DE IRACEMA","SP","12/2023","19","8","25080,37","10560","27","35640,37"
"354930","SÃO JOÃO DO PAU DALHO","SP","12/2023","33","9","43561,98","11880","42","55441,98"
"354940","SÃO JOAQUIM DA BARRA","SP","12/2023","609","263","803918,49","348487,58","872","1152406,07"
"354950","SÃO JOSÉ DA BELA VISTA","SP","12/2023","133","85","176884,44","112201,73","218","289086,17"
"354960","SÃO JOSÉ DO BARREIRO","SP","12/2023","46","86","60721,58","113520,89","132","174242,47"
"354970","SÃO JOSÉ DO RIO PARDO","SP","12/2023","1035","402","1366263,27","530642,1","1437","1896905,37"
"354980","SÃO JOSÉ DO RIO PRETO","SP","12/2023","4189","7070","5535000,08","9344364,35","11259","14879364,43"
"354990","SÃO JOSÉ DOS CAMPOS","SP","12/2023","5687","7060","7511042,92","9320578,46","12747","16831621,38"
"354995","SÃO LOURENÇO DA SERRA","SP","12/2023","238","456","315482,87","601929,01","694","917411,88"
"355000","SÃO LUIZ DO PARAITINGA","SP","12/2023","164","306","216483,57","403920,7","470","620404,27"
"355010","SÃO MANUEL","SP","12/2023","507","297","669286,08","392048,9","804","1061334,98"
"355020","SÃO MIGUEL ARCANJO","SP","12/2023","561","364","740546,54","480487,26","925","1221033,80"
"355030","SÃO PAULO","SP","12/2023","96597","162067","127571895,16","214021950,31","258664","341593845,47"
"355040","SÃO PEDRO","SP","12/2023","632","624","835586,67","826331,01","1256","1661917,68"
"355050","SÃO PEDRO DO TURVO","SP","12/2023","102","82","134642,49","108240","184","242882,49"
"355060","SÃO ROQUE","SP","12/2023","1030","1177","1361004,46","1553646,21","2207","2914650,67"
"355070","SÃO SEBASTIÃO","SP","12/2023","851","1138","1123353,03","1502177,48","1989","2625530,51"
"355080","SÃO SEBASTIÃO DA GRAMA","SP","12/2023","132","93","174245,33","122761,59","225","297006,92"
"355090","SÃO SIMÃO","SP","12/2023","216","136","285130,57","179523,43","352","464654,00"
"355100","SÃO VICENTE","SP","12/2023","3133","3659","4138295,64","4829922,94","6792","8968218,58"
"355110","SARAPUÍ","SP","12/2023","154","81","203282,41","106920,1","235","310202,51"
