"Código","Unidade Territorial","UF","Referência","Quantidade de famílias em situação de pobreza, segundo a faixa do Programa Bolsa Família*, inscritas no Cadastro Único","Quantidade de famílias com renda per capita mensal até meio salário-mínimo (Pobreza + Baixa renda) inscritas no Cadastro Único","Quantidade de famílias com renda per capita mensal acima de meio salário-mínimo*** inscritas no Cadastro Único"
"220525","JARDIM DO MULATO","PI","09/2023","1178","1306","373"
"220525","JARDIM DO MULATO","PI","10/2023","1127","1277","399"
"220525","JARDIM DO MULATO","PI","11/2023","1130","1284","400"
"220525","JARDIM DO MULATO","PI","12/2023","1133","1290","401"
"220525","JARDIM DO MULATO","PI","01/2024","1125","1278","370"
"220525","JARDIM DO MULATO","PI","02/2024","1096","1260","386"
"220525","JARDIM DO MULATO","PI","03/2024","1106","1268","386"
"220525","JARDIM DO MULATO","PI","04/2024","1107","1269","385"
"220525","JARDIM DO MULATO","PI","05/2024","1095","1257","380"
"220525","JARDIM DO MULATO","PI","06/2024","1036","1198","414"
"220525","JARDIM DO MULATO","PI","07/2024","1024","1182","370"
"220525","JARDIM DO MULATO","PI","09/2024","1005","1176","381"
"220527","JATOBÁ DO PIAUÍ","PI","09/2024","1349","1508","513"
"220527","JATOBÁ DO PIAUÍ","PI","03/2023","1513","1648","347"
"220527","JATOBÁ DO PIAUÍ","PI","04/2023","1508","1636","339"
"220527","JATOBÁ DO PIAUÍ","PI","05/2023","1516","1645","333"
"220527","JATOBÁ DO PIAUÍ","PI","06/2023","1436","1552","442"
"220527","JATOBÁ DO PIAUÍ","PI","07/2023","1448","1566","448"
"220527","JATOBÁ DO PIAUÍ","PI","08/2023","1456","1572","452"
"220527","JATOBÁ DO PIAUÍ","PI","09/2023","1463","1578","456"
"220527","JATOBÁ DO PIAUÍ","PI","10/2023","1419","1546","490"
"220527","JATOBÁ DO PIAUÍ","PI","11/2023","1419","1543","491"
"220527","JATOBÁ DO PIAUÍ","PI","12/2023","1427","1550","493"
"220527","JATOBÁ DO PIAUÍ","PI","01/2024","1379","1530","427"
"220527","JATOBÁ DO PIAUÍ","PI","02/2024","1339","1509","444"
"220527","JATOBÁ DO PIAUÍ","PI","03/2024","1357","1523","445"
"220527","JATOBÁ DO PIAUÍ","PI","04/2024","1359","1524","440"
"220527","JATOBÁ DO PIAUÍ","PI","05/2024","1372","1530","445"
"220527","JATOBÁ DO PIAUÍ","PI","06/2024","1332","1482","494"
"220527","JATOBÁ DO PIAUÍ","PI","07/2024","1353","1500","462"
"220527","JATOBÁ DO PIAUÍ","PI","08/2024","1366","1512","488"
"220530","JERUMENHA","PI","11/2023","1216","1477","537"
"220530","JERUMENHA","PI","03/2023","1426","1673","352"
"220530","JERUMENHA","PI","04/2023","1416","1668","354"
"220530","JERUMENHA","PI","05/2023","1418","1668","344"
"220530","JERUMENHA","PI","06/2023","1255","1542","481"
"220530","JERUMENHA","PI","07/2023","1265","1543","482"
"220530","JERUMENHA","PI","08/2023","1269","1540","483"
"220530","JERUMENHA","PI","09/2023","1267","1534","486"
"220530","JERUMENHA","PI","10/2023","1214","1478","536"
"220530","JERUMENHA","PI","12/2023","1221","1487","532"
"220530","JERUMENHA","PI","01/2024","1165","1372","449"
"220530","JERUMENHA","PI","02/2024","1111","1340","468"
"220530","JERUMENHA","PI","03/2024","1114","1341","470"
"220530","JERUMENHA","PI","04/2024","1110","1332","472"
"220530","JERUMENHA","PI","05/2024","1103","1321","470"
"220530","JERUMENHA","PI","06/2024","1053","1270","505"
"220530","JERUMENHA","PI","07/2024","1048","1264","434"
"220530","JERUMENHA","PI","08/2024","1048","1263","441"
"220530","JERUMENHA","PI","09/2024","1026","1248","460"
"220535","JOÃO COSTA","PI","06/2023","652","819","131"
"220535","JOÃO COSTA","PI","07/2023","653","822","129"
"220535","JOÃO COSTA","PI","08/2023","651","823","128"
"220535","JOÃO COSTA","PI","09/2023","656","826","124"
"220535","JOÃO COSTA","PI","10/2023","630","802","139"
"220535","JOÃO COSTA","PI","11/2023","636","804","130"
"220535","JOÃO COSTA","PI","12/2023","643","803","126"
"220535","JOÃO COSTA","PI","01/2024","637","792","112"
"220535","JOÃO COSTA","PI","02/2024","615","764","126"
"220535","JOÃO COSTA","PI","03/2024","610","757","131"
"220535","JOÃO COSTA","PI","04/2024","611","755","127"
"220535","JOÃO COSTA","PI","05/2024","616","759","128"
"220535","JOÃO COSTA","PI","06/2024","600","748","150"
"220535","JOÃO COSTA","PI","07/2024","604","753","162"
"220535","JOÃO COSTA","PI","08/2024","609","759","161"
"220535","JOÃO COSTA","PI","09/2024","592","759","175"
"220535","JOÃO COSTA","PI","03/2023","783","928","86"
"220535","JOÃO COSTA","PI","04/2023","752","888","66"
"220535","JOÃO COSTA","PI","05/2023","749","890","62"
"220540","JOAQUIM PIRES","PI","06/2024","2422","3038","695"
"220540","JOAQUIM PIRES","PI","03/2023","3038","3529","340"
"220540","JOAQUIM PIRES","PI","05/2024","2534","3122","607"
"220540","JOAQUIM PIRES","PI","04/2024","2533","3131","612"
"220540","JOAQUIM PIRES","PI","03/2024","2523","3131","609"
"220540","JOAQUIM PIRES","PI","02/2024","2503","3118","595"
"220540","JOAQUIM PIRES","PI","01/2024","2591","3167","551"
"220540","JOAQUIM PIRES","PI","12/2023","2635","3214","650"
"220540","JOAQUIM PIRES","PI","11/2023","2608","3197","652"
"220540","JOAQUIM PIRES","PI","10/2023","2601","3201","651"
"220540","JOAQUIM PIRES","PI","09/2023","2711","3258","583"
"220540","JOAQUIM PIRES","PI","08/2023","2708","3257","586"
"220540","JOAQUIM PIRES","PI","07/2023","2693","3252","586"
"220540","JOAQUIM PIRES","PI","06/2023","2682","3251","583"
"220540","JOAQUIM PIRES","PI","05/2023","3006","3489","331"
"220540","JOAQUIM PIRES","PI","04/2023","3014","3492","323"
"220540","JOAQUIM PIRES","PI","09/2024","2373","2980","641"
"220540","JOAQUIM PIRES","PI","08/2024","2449","3039","620"
"220540","JOAQUIM PIRES","PI","07/2024","2439","3034","619"
"220545","JOCA MARQUES","PI","07/2023","1324","1500","328"
"220545","JOCA MARQUES","PI","03/2023","1433","1607","195"
"220545","JOCA MARQUES","PI","04/2023","1434","1602","195"
"220545","JOCA MARQUES","PI","05/2023","1446","1620","194"
"220545","JOCA MARQUES","PI","06/2023","1310","1493","325"
"220545","JOCA MARQUES","PI","08/2023","1338","1505","325"
"220545","JOCA MARQUES","PI","09/2023","1348","1518","318"
"220545","JOCA MARQUES","PI","10/2023","1283","1477","359"
"220545","JOCA MARQUES","PI","11/2023","1292","1485","356"
"220545","JOCA MARQUES","PI","12/2023","1306","1493","354"
"220545","JOCA MARQUES","PI","01/2024","1305","1505","318"
"220545","JOCA MARQUES","PI","02/2024","1280","1487","338"
"220545","JOCA MARQUES","PI","03/2024","1290","1494","332"
"220545","JOCA MARQUES","PI","04/2024","1303","1505","331"
"220545","JOCA MARQUES","PI","05/2024","1316","1513","326"
"220545","JOCA MARQUES","PI","06/2024","1286","1485","364"
"220545","JOCA MARQUES","PI","07/2024","1301","1496","332"
"220545","JOCA MARQUES","PI","08/2024","1332","1517","333"
"220545","JOCA MARQUES","PI","09/2024","1318","1510","339"
"220550","JOSÉ DE FREITAS","PI","05/2023","7130","9125","1262"
"220550","JOSÉ DE FREITAS","PI","06/2023","6282","8434","1980"
"220550","JOSÉ DE FREITAS","PI","04/2023","7125","9086","1279"
"220550","JOSÉ DE FREITAS","PI","03/2023","7232","9228","1331"
"220550","JOSÉ DE FREITAS","PI","09/2024","6124","8176","2247"
"220550","JOSÉ DE FREITAS","PI","08/2024","6244","8332","2170"
"220550","JOSÉ DE FREITAS","PI","07/2024","6131","8269","2167"
"220550","JOSÉ DE FREITAS","PI","06/2024","6072","8287","2403"
"220550","JOSÉ DE FREITAS","PI","05/2024","6228","8458","2145"
"220550","JOSÉ DE FREITAS","PI","04/2024","6176","8428","2166"
"220550","JOSÉ DE FREITAS","PI","03/2024","6105","8386","2141"
"220550","JOSÉ DE FREITAS","PI","02/2024","5994","8305","2126"
"220550","JOSÉ DE FREITAS","PI","01/2024","6101","8411","2002"
"220550","JOSÉ DE FREITAS","PI","12/2023","6157","8388","2251"
"220550","JOSÉ DE FREITAS","PI","11/2023","6098","8336","2252"
"220550","JOSÉ DE FREITAS","PI","10/2023","6086","8332","2240"
"220550","JOSÉ DE FREITAS","PI","09/2023","6371","8518","2026"
"220550","JOSÉ DE FREITAS","PI","08/2023","6340","8477","2008"
"220550","JOSÉ DE FREITAS","PI","07/2023","6315","8457","1988"
"220551","JUAZEIRO DO PIAUÍ","PI","09/2023","1206","1414","345"
"220551","JUAZEIRO DO PIAUÍ","PI","04/2023","1292","1504","233"
"220551","JUAZEIRO DO PIAUÍ","PI","05/2023","1292","1505","234"
"220551","JUAZEIRO DO PIAUÍ","PI","06/2023","1193","1401","342"
"220551","JUAZEIRO DO PIAUÍ","PI","07/2023","1195","1402","343"
"220551","JUAZEIRO DO PIAUÍ","PI","03/2023","1296","1523","251"
"220551","JUAZEIRO DO PIAUÍ","PI","08/2023","1202","1408","340"
"220551","JUAZEIRO DO PIAUÍ","PI","09/2024","1124","1307","413"
"220551","JUAZEIRO DO PIAUÍ","PI","10/2023","1153","1370","393"
"220551","JUAZEIRO DO PIAUÍ","PI","11/2023","1163","1378","392"
"220551","JUAZEIRO DO PIAUÍ","PI","12/2023","1166","1376","397"
"220551","JUAZEIRO DO PIAUÍ","PI","01/2024","1167","1401","330"
"220551","JUAZEIRO DO PIAUÍ","PI","02/2024","1154","1387","337"
"220551","JUAZEIRO DO PIAUÍ","PI","03/2024","1165","1394","337"
"220551","JUAZEIRO DO PIAUÍ","PI","04/2024","1165","1395","339"
"220551","JUAZEIRO DO PIAUÍ","PI","05/2024","1167","1395","341"
"220551","JUAZEIRO DO PIAUÍ","PI","06/2024","1134","1330","416"
"220551","JUAZEIRO DO PIAUÍ","PI","07/2024","1133","1316","398"
"220551","JUAZEIRO DO PIAUÍ","PI","08/2024","1142","1320","400"
"220552","JÚLIO BORGES","PI","03/2023","1272","1552","377"
"220552","JÚLIO BORGES","PI","07/2024","1000","1296","454"
"220552","JÚLIO BORGES","PI","05/2023","1257","1536","354"
"220552","JÚLIO BORGES","PI","06/2023","1141","1411","486"
"220552","JÚLIO BORGES","PI","07/2023","1143","1412","487"
"220552","JÚLIO BORGES","PI","08/2023","1150","1414","486"
"220552","JÚLIO BORGES","PI","09/2023","1148","1410","485"
"220552","JÚLIO BORGES","PI","10/2023","1106","1390","504"
"220552","JÚLIO BORGES","PI","11/2023","1102","1382","506"
"220552","JÚLIO BORGES","PI","12/2023","1113","1388","509"
"220552","JÚLIO BORGES","PI","01/2024","1109","1383","488"
"220552","JÚLIO BORGES","PI","02/2024","1071","1359","508"
"220552","JÚLIO BORGES","PI","03/2024","1078","1366","514"
"220552","JÚLIO BORGES","PI","04/2024","1077","1367","515"
"220552","JÚLIO BORGES","PI","05/2024","1076","1370","510"
"220552","JÚLIO BORGES","PI","06/2024","1015","1326","544"
"220552","JÚLIO BORGES","PI","08/2024","1002","1296","454"
"220552","JÚLIO BORGES","PI","09/2024","975","1265","475"
"220552","JÚLIO BORGES","PI","04/2023","1259","1534","355"
"220553","JUREMA","PI","08/2024","1746","1930","572"
"220553","JUREMA","PI","09/2024","1718","1935","590"
"220553","JUREMA","PI","07/2024","1731","1909","575"
"220553","JUREMA","PI","06/2024","1712","1894","601"
"220553","JUREMA","PI","05/2024","1761","1956","558"
"220553","JUREMA","PI","04/2024","1755","1956","574"
"220553","JUREMA","PI","03/2024","1743","1952","578"
"220553","JUREMA","PI","02/2024","1734","1947","580"
"220553","JUREMA","PI","01/2024","1773","1974","553"
"220553","JUREMA","PI","12/2023","1819","2005","624"
"220553","JUREMA","PI","11/2023","1799","1987","632"
"220553","JUREMA","PI","10/2023","1778","1964","637"
"220553","JUREMA","PI","09/2023","1863","2013","589"
"220553","JUREMA","PI","08/2023","1852","2002","592"
"220553","JUREMA","PI","07/2023","1837","1988","598"
"220553","JUREMA","PI","06/2023","1826","1980","596"
"220553","JUREMA","PI","05/2023","2003","2169","404"
"220553","JUREMA","PI","04/2023","2003","2170","407"
"220553","JUREMA","PI","03/2023","1997","2167","412"
"220554","LAGOINHA DO PIAUÍ","PI","04/2023","718","885","251"
"220554","LAGOINHA DO PIAUÍ","PI","05/2023","721","891","253"
"220554","LAGOINHA DO PIAUÍ","PI","09/2024","615","757","372"
"220554","LAGOINHA DO PIAUÍ","PI","08/2024","631","775","358"
"220554","LAGOINHA DO PIAUÍ","PI","07/2024","622","769","349"
"220554","LAGOINHA DO PIAUÍ","PI","06/2024","628","781","399"
"220554","LAGOINHA DO PIAUÍ","PI","05/2024","648","804","367"
"220554","LAGOINHA DO PIAUÍ","PI","04/2024","652","805","353"
"220554","LAGOINHA DO PIAUÍ","PI","03/2024","653","806","340"
"220554","LAGOINHA DO PIAUÍ","PI","02/2024","643","799","337"
"220554","LAGOINHA DO PIAUÍ","PI","01/2024","665","814","316"
"220554","LAGOINHA DO PIAUÍ","PI","12/2023","687","842","349"
"220554","LAGOINHA DO PIAUÍ","PI","11/2023","686","840","345"
"220554","LAGOINHA DO PIAUÍ","PI","10/2023","679","832","343"
"220554","LAGOINHA DO PIAUÍ","PI","09/2023","688","843","329"
"220554","LAGOINHA DO PIAUÍ","PI","08/2023","685","841","326"
"220554","LAGOINHA DO PIAUÍ","PI","03/2023","725","906","272"
"220554","LAGOINHA DO PIAUÍ","PI","07/2023","679","839","327"
"220554","LAGOINHA DO PIAUÍ","PI","06/2023","674","836","324"
"220555","LAGOA ALEGRE","PI","05/2024","3098","3413","802"
"220555","LAGOA ALEGRE","PI","04/2023","3845","4227","528"
"220555","LAGOA ALEGRE","PI","05/2023","3832","4218","536"
"220555","LAGOA ALEGRE","PI","06/2023","3491","3925","830"
"220555","LAGOA ALEGRE","PI","07/2023","3501","3928","829"
"220555","LAGOA ALEGRE","PI","08/2023","3531","3939","836"
"220555","LAGOA ALEGRE","PI","09/2023","3518","3923","840"
"220555","LAGOA ALEGRE","PI","10/2023","3316","3792","978"
"220555","LAGOA ALEGRE","PI","11/2023","3343","3812","982"
"220555","LAGOA ALEGRE","PI","12/2023","3395","3854","981"
"220555","LAGOA ALEGRE","PI","01/2024","3232","3602","834"
"220555","LAGOA ALEGRE","PI","02/2024","3143","3510","857"
"220555","LAGOA ALEGRE","PI","03/2024","3163","3521","867"
"220555","LAGOA ALEGRE","PI","04/2024","3155","3490","848"
"220555","LAGOA ALEGRE","PI","03/2023","3852","4230","534"
"220555","LAGOA ALEGRE","PI","06/2024","2954","3268","884"
"220555","LAGOA ALEGRE","PI","07/2024","2967","3271","834"
"220555","LAGOA ALEGRE","PI","08/2024","2990","3297","848"
"220555","LAGOA ALEGRE","PI","09/2024","2908","3251","897"
"220556","LAGOA DO BARRO DO PIAUÍ","PI","08/2024","887","1188","461"
"220556","LAGOA DO BARRO DO PIAUÍ","PI","09/2024","873","1160","493"
"220556","LAGOA DO BARRO DO PIAUÍ","PI","07/2024","876","1178","462"
"220556","LAGOA DO BARRO DO PIAUÍ","PI","06/2024","862","1174","516"
"220556","LAGOA DO BARRO DO PIAUÍ","PI","05/2024","870","1181","469"
"220556","LAGOA DO BARRO DO PIAUÍ","PI","04/2024","849","1159","463"
"220556","LAGOA DO BARRO DO PIAUÍ","PI","03/2024","836","1144","440"
"220556","LAGOA DO BARRO DO PIAUÍ","PI","02/2024","821","1132","440"
"220556","LAGOA DO BARRO DO PIAUÍ","PI","01/2024","829","1156","413"
"220556","LAGOA DO BARRO DO PIAUÍ","PI","12/2023","823","1137","453"
"220556","LAGOA DO BARRO DO PIAUÍ","PI","11/2023","798","1113","466"
"220556","LAGOA DO BARRO DO PIAUÍ","PI","10/2023","790","1107","468"
"220556","LAGOA DO BARRO DO PIAUÍ","PI","09/2023","828","1145","430"
"220556","LAGOA DO BARRO DO PIAUÍ","PI","08/2023","815","1133","430"
"220556","LAGOA DO BARRO DO PIAUÍ","PI","07/2023","798","1122","431"
"220556","LAGOA DO BARRO DO PIAUÍ","PI","06/2023","781","1110","435"
"220556","LAGOA DO BARRO DO PIAUÍ","PI","05/2023","984","1292","240"
"220556","LAGOA DO BARRO DO PIAUÍ","PI","04/2023","994","1295","237"
"220556","LAGOA DO BARRO DO PIAUÍ","PI","03/2023","1019","1333","248"
"220557","LAGOA DE SÃO FRANCISCO","PI","08/2023","1239","1559","743"
"220557","LAGOA DE SÃO FRANCISCO","PI","09/2024","1175","1527","793"
"220557","LAGOA DE SÃO FRANCISCO","PI","08/2024","1193","1540","771"
"220557","LAGOA DE SÃO FRANCISCO","PI","07/2024","1187","1537","772"
"220557","LAGOA DE SÃO FRANCISCO","PI","06/2024","1179","1527","793"
"220557","LAGOA DE SÃO FRANCISCO","PI","05/2024","1222","1570","743"
"220557","LAGOA DE SÃO FRANCISCO","PI","04/2024","1217","1573","744"
"220557","LAGOA DE SÃO FRANCISCO","PI","03/2024","1205","1565","749"
"220557","LAGOA DE SÃO FRANCISCO","PI","02/2024","1183","1545","752"
"220557","LAGOA DE SÃO FRANCISCO","PI","01/2024","1221","1570","727"
"220557","LAGOA DE SÃO FRANCISCO","PI","12/2023","1224","1561","749"
"220557","LAGOA DE SÃO FRANCISCO","PI","11/2023","1209","1550","756"
"220557","LAGOA DE SÃO FRANCISCO","PI","10/2023","1202","1544","761"
"220557","LAGOA DE SÃO FRANCISCO","PI","09/2023","1248","1566","740"
"220557","LAGOA DE SÃO FRANCISCO","PI","07/2023","1225","1554","744"
"220557","LAGOA DE SÃO FRANCISCO","PI","06/2023","1210","1541","748"
"220557","LAGOA DE SÃO FRANCISCO","PI","05/2023","1291","1620","661"
"220557","LAGOA DE SÃO FRANCISCO","PI","04/2023","1276","1602","651"
"220557","LAGOA DE SÃO FRANCISCO","PI","03/2023","1291","1620","549"
"220558","LAGOA DO PIAUÍ","PI","09/2024","1011","1198","455"
"220558","LAGOA DO PIAUÍ","PI","03/2023","1237","1415","348"
"220558","LAGOA DO PIAUÍ","PI","04/2023","1236","1415","349"
"220558","LAGOA DO PIAUÍ","PI","05/2023","1241","1417","341"
"220558","LAGOA DO PIAUÍ","PI","06/2023","1115","1315","441"
"220558","LAGOA DO PIAUÍ","PI","07/2023","1127","1326","442"
"220558","LAGOA DO PIAUÍ","PI","08/2023","1130","1323","446"
"220558","LAGOA DO PIAUÍ","PI","09/2023","1137","1334","443"
"220558","LAGOA DO PIAUÍ","PI","10/2023","1107","1296","485"
"220558","LAGOA DO PIAUÍ","PI","11/2023","1105","1291","488"
"220558","LAGOA DO PIAUÍ","PI","12/2023","1115","1298","487"
"220558","LAGOA DO PIAUÍ","PI","01/2024","1108","1309","429"
"220558","LAGOA DO PIAUÍ","PI","02/2024","1081","1289","445"
"220558","LAGOA DO PIAUÍ","PI","03/2024","1082","1294","438"
"220558","LAGOA DO PIAUÍ","PI","04/2024","1082","1292","437"
"220558","LAGOA DO PIAUÍ","PI","05/2024","1080","1289","429"
"220558","LAGOA DO PIAUÍ","PI","06/2024","1037","1229","490"
"220558","LAGOA DO PIAUÍ","PI","07/2024","1039","1221","444"
"220558","LAGOA DO PIAUÍ","PI","08/2024","1048","1224","438"
"220559","LAGOA DO SÍTIO","PI","04/2023","1605","1886","328"
"220559","LAGOA DO SÍTIO","PI","09/2024","1327","1584","478"
"220559","LAGOA DO SÍTIO","PI","08/2024","1359","1605","455"
"220559","LAGOA DO SÍTIO","PI","07/2024","1341","1590","444"
"220559","LAGOA DO SÍTIO","PI","06/2024","1349","1602","529"
"220559","LAGOA DO SÍTIO","PI","05/2024","1411","1666","480"
"220559","LAGOA DO SÍTIO","PI","04/2024","1420","1671","491"
"220559","LAGOA DO SÍTIO","PI","03/2024","1411","1667","493"
"220559","LAGOA DO SÍTIO","PI","02/2024","1398","1656","498"
"220559","LAGOA DO SÍTIO","PI","01/2024","1430","1676","468"
"220559","LAGOA DO SÍTIO","PI","12/2023","1465","1720","532"
"220559","LAGOA DO SÍTIO","PI","11/2023","1458","1708","539"
"220559","LAGOA DO SÍTIO","PI","10/2023","1445","1696","541"
"220559","LAGOA DO SÍTIO","PI","09/2023","1489","1734","502"
"220559","LAGOA DO SÍTIO","PI","08/2023","1479","1714","510"
"220559","LAGOA DO SÍTIO","PI","07/2023","1468","1704","512"
"220559","LAGOA DO SÍTIO","PI","06/2023","1457","1697","512"
"220559","LAGOA DO SÍTIO","PI","05/2023","1601","1877","327"
"220559","LAGOA DO SÍTIO","PI","03/2023","1595","1902","348"
"220560","LANDRI SALES","PI","07/2023","1732","1877","491"
"220560","LANDRI SALES","PI","03/2023","1916","2015","379"
"220560","LANDRI SALES","PI","04/2023","1904","2000","346"
"220560","LANDRI SALES","PI","05/2023","1899","1994","334"
"220560","LANDRI SALES","PI","06/2023","1720","1863","491"
"220560","LANDRI SALES","PI","08/2023","1723","1874","495"
"220560","LANDRI SALES","PI","09/2023","1723","1876","493"
"220560","LANDRI SALES","PI","10/2023","1621","1792","575"
"220560","LANDRI SALES","PI","11/2023","1623","1793","573"
"220560","LANDRI SALES","PI","12/2023","1630","1798","575"
"220560","LANDRI SALES","PI","01/2024","1563","1728","491"
"220560","LANDRI SALES","PI","02/2024","1514","1687","521"
"220560","LANDRI SALES","PI","03/2024","1518","1692","519"
"220560","LANDRI SALES","PI","04/2024","1497","1663","500"
"220560","LANDRI SALES","PI","05/2024","1480","1643","488"
"220560","LANDRI SALES","PI","06/2024","1408","1573","515"
"220560","LANDRI SALES","PI","07/2024","1400","1557","430"
"220560","LANDRI SALES","PI","08/2024","1421","1571","442"
"220560","LANDRI SALES","PI","09/2024","1368","1547","487"
"220570","LUÍS CORREIA","PI","09/2024","5482","7244","1775"
"220570","LUÍS CORREIA","PI","03/2023","7599","8872","1059"
"220570","LUÍS CORREIA","PI","04/2023","7464","8774","1057"
"220570","LUÍS CORREIA","PI","05/2023","7472","8802","1044"
"220570","LUÍS CORREIA","PI","06/2023","6807","8343","1541"
"220570","LUÍS CORREIA","PI","07/2023","6837","8370","1532"
"220570","LUÍS CORREIA","PI","08/2023","6851","8387","1531"
"220570","LUÍS CORREIA","PI","09/2023","6837","8381","1537"
"220570","LUÍS CORREIA","PI","10/2023","6510","8185","1730"
"220570","LUÍS CORREIA","PI","11/2023","6514","8199","1731"
"220570","LUÍS CORREIA","PI","12/2023","6529","8225","1729"
"220570","LUÍS CORREIA","PI","01/2024","6285","7983","1567"
"220570","LUÍS CORREIA","PI","02/2024","6004","7756","1690"
"220570","LUÍS CORREIA","PI","03/2024","6020","7781","1675"
"220570","LUÍS CORREIA","PI","04/2024","5989","7744","1684"
"220570","LUÍS CORREIA","PI","05/2024","5869","7613","1629"
"220570","LUÍS CORREIA","PI","06/2024","5552","7334","1816"
"220570","LUÍS CORREIA","PI","07/2024","5545","7307","1676"
"220570","LUÍS CORREIA","PI","08/2024","5610","7368","1674"
"220580","LUZILÂNDIA","PI","08/2024","5516","6328","1232"
"220580","LUZILÂNDIA","PI","03/2023","6620","7340","809"
"220580","LUZILÂNDIA","PI","04/2023","6576","7278","772"
"220580","LUZILÂNDIA","PI","05/2023","6580","7284","785"
"220580","LUZILÂNDIA","PI","06/2023","6044","6827","1266"
"220580","LUZILÂNDIA","PI","07/2023","6056","6844","1277"
"220580","LUZILÂNDIA","PI","08/2023","6086","6867","1265"
"220580","LUZILÂNDIA","PI","09/2023","6092","6878","1265"
"220580","LUZILÂNDIA","PI","10/2023","5865","6664","1479"
"220580","LUZILÂNDIA","PI","11/2023","5808","6608","1477"
"220580","LUZILÂNDIA","PI","12/2023","5840","6629","1469"
"220580","LUZILÂNDIA","PI","01/2024","5791","6639","1255"
"220580","LUZILÂNDIA","PI","02/2024","5637","6544","1330"
"220580","LUZILÂNDIA","PI","03/2024","5647","6541","1331"
"220580","LUZILÂNDIA","PI","04/2024","5630","6522","1325"
"220580","LUZILÂNDIA","PI","05/2024","5635","6504","1323"
"220580","LUZILÂNDIA","PI","06/2024","5480","6335","1475"
"220580","LUZILÂNDIA","PI","07/2024","5468","6294","1233"
"220580","LUZILÂNDIA","PI","09/2024","5380","6228","1308"
"220585","MADEIRO","PI","06/2024","1442","1780","708"
"220585","MADEIRO","PI","03/2023","1718","2057","445"
"220585","MADEIRO","PI","04/2023","1719","2057","438"
"220585","MADEIRO","PI","05/2023","1726","2062","435"
"220585","MADEIRO","PI","06/2023","1512","1864","641"
"220585","MADEIRO","PI","07/2023","1519","1868","643"
"220585","MADEIRO","PI","08/2023","1529","1873","638"
"220585","MADEIRO","PI","09/2023","1547","1886","636"
"220585","MADEIRO","PI","10/2023","1406","1822","701"
"220585","MADEIRO","PI","11/2023","1418","1827","703"
"220585","MADEIRO","PI","12/2023","1432","1827","700"
"220585","MADEIRO","PI","01/2024","1439","1845","646"
"220585","MADEIRO","PI","02/2024","1418","1806","682"
"220585","MADEIRO","PI","03/2024","1449","1819","678"
"220585","MADEIRO","PI","04/2024","1462","1826","666"
"220585","MADEIRO","PI","05/2024","1471","1823","660"
"220585","MADEIRO","PI","07/2024","1453","1781","614"
"220585","MADEIRO","PI","08/2024","1483","1807","610"
"220585","MADEIRO","PI","09/2024","1448","1791","635"
"220590","MANOEL EMÍDIO","PI","06/2024","1101","1357","552"
"220590","MANOEL EMÍDIO","PI","04/2024","1138","1398","508"
"220590","MANOEL EMÍDIO","PI","03/2024","1142","1401","515"
"220590","MANOEL EMÍDIO","PI","02/2024","1119","1385","515"
"220590","MANOEL EMÍDIO","PI","01/2024","1219","1458","469"
"220590","MANOEL EMÍDIO","PI","12/2023","1302","1544","519"
"220590","MANOEL EMÍDIO","PI","11/2023","1293","1531","526"
"220590","MANOEL EMÍDIO","PI","10/2023","1288","1524","517"
"220590","MANOEL EMÍDIO","PI","09/2023","1376","1581","461"
"220590","MANOEL EMÍDIO","PI","08/2023","1364","1564","465"
"220590","MANOEL EMÍDIO","PI","07/2023","1350","1550","464"
"220590","MANOEL EMÍDIO","PI","06/2023","1339","1539","468"
"220590","MANOEL EMÍDIO","PI","05/2024","1142","1401","503"
"220590","MANOEL EMÍDIO","PI","05/2023","1461","1651","332"
"220590","MANOEL EMÍDIO","PI","04/2023","1461","1652","337"
"220590","MANOEL EMÍDIO","PI","03/2023","1477","1682","347"
"220590","MANOEL EMÍDIO","PI","09/2024","1096","1362","503"
"220590","MANOEL EMÍDIO","PI","08/2024","1118","1381","485"
"220590","MANOEL EMÍDIO","PI","07/2024","1104","1362","493"
"220595","MARCOLÂNDIA","PI","09/2024","2150","2586","584"
"220595","MARCOLÂNDIA","PI","04/2023","2631","2995","353"
"220595","MARCOLÂNDIA","PI","03/2023","2651","3012","360"
"220595","MARCOLÂNDIA","PI","05/2023","2618","2991","349"
"220595","MARCOLÂNDIA","PI","06/2023","2316","2747","603"
"220595","MARCOLÂNDIA","PI","07/2023","2328","2752","608"
"220595","MARCOLÂNDIA","PI","08/2023","2347","2764","609"
"220595","MARCOLÂNDIA","PI","09/2023","2365","2775","603"
"220595","MARCOLÂNDIA","PI","10/2023","2261","2694","684"
"220595","MARCOLÂNDIA","PI","11/2023","2265","2697","684"
"220595","MARCOLÂNDIA","PI","12/2023","2279","2709","682"
"220595","MARCOLÂNDIA","PI","01/2024","2244","2726","551"
"220595","MARCOLÂNDIA","PI","02/2024","2185","2686","586"
"220595","MARCOLÂNDIA","PI","03/2024","2216","2713","576"
"220595","MARCOLÂNDIA","PI","04/2024","2240","2721","572"
"220595","MARCOLÂNDIA","PI","05/2024","2238","2720","562"
"220595","MARCOLÂNDIA","PI","06/2024","2160","2614","661"
"220595","MARCOLÂNDIA","PI","07/2024","2151","2592","560"
"220595","MARCOLÂNDIA","PI","08/2024","2171","2608","559"
