"Código","Unidade Territorial","UF","Referência","Quantidade de famílias em situação de pobreza, segundo a faixa do Programa Bolsa Família*, inscritas no Cadastro Único","Quantidade de famílias com renda per capita mensal até meio salário-mínimo (Pobreza + Baixa renda) inscritas no Cadastro Único","Quantidade de famílias com renda per capita mensal acima de meio salário-mínimo*** inscritas no Cadastro Único"
"220140","BARRO DURO","PI","09/2023","1894","2153","688"
"220140","BARRO DURO","PI","08/2023","1895","2163","687"
"220140","BARRO DURO","PI","07/2023","1885","2152","695"
"220140","BARRO DURO","PI","06/2023","1877","2144","691"
"220140","BARRO DURO","PI","05/2023","2247","2429","410"
"220140","BARRO DURO","PI","04/2023","2257","2439","414"
"220140","BARRO DURO","PI","03/2023","2270","2456","425"
"220150","BATALHA","PI","03/2023","6086","7066","771"
"220150","BATALHA","PI","09/2024","5074","6230","1485"
"220150","BATALHA","PI","08/2024","5199","6312","1440"
"220150","BATALHA","PI","07/2024","5143","6275","1432"
"220150","BATALHA","PI","06/2024","5142","6286","1589"
"220150","BATALHA","PI","05/2024","5347","6491","1397"
"220150","BATALHA","PI","04/2024","5342","6502","1430"
"220150","BATALHA","PI","03/2024","5298","6468","1427"
"220150","BATALHA","PI","02/2024","5240","6440","1425"
"220150","BATALHA","PI","01/2024","5407","6545","1320"
"220150","BATALHA","PI","12/2023","5398","6474","1526"
"220150","BATALHA","PI","11/2023","5359","6452","1531"
"220150","BATALHA","PI","10/2023","5345","6448","1523"
"220150","BATALHA","PI","09/2023","5618","6663","1302"
"220150","BATALHA","PI","08/2023","5589","6624","1311"
"220150","BATALHA","PI","07/2023","5541","6596","1324"
"220150","BATALHA","PI","06/2023","5488","6559","1325"
"220150","BATALHA","PI","05/2023","6132","7092","754"
"220150","BATALHA","PI","04/2023","6047","7015","753"
"220155","BELA VISTA DO PIAUÍ","PI","09/2024","710","1013","445"
"220155","BELA VISTA DO PIAUÍ","PI","08/2024","721","1023","423"
"220155","BELA VISTA DO PIAUÍ","PI","07/2024","715","1013","402"
"220155","BELA VISTA DO PIAUÍ","PI","06/2024","716","1009","419"
"220155","BELA VISTA DO PIAUÍ","PI","05/2024","737","1028","397"
"220155","BELA VISTA DO PIAUÍ","PI","04/2024","734","1023","397"
"220155","BELA VISTA DO PIAUÍ","PI","03/2024","740","1024","395"
"220155","BELA VISTA DO PIAUÍ","PI","02/2024","740","1021","397"
"220155","BELA VISTA DO PIAUÍ","PI","01/2024","747","1030","388"
"220155","BELA VISTA DO PIAUÍ","PI","12/2023","748","1028","404"
"220155","BELA VISTA DO PIAUÍ","PI","11/2023","753","1028","406"
"220155","BELA VISTA DO PIAUÍ","PI","10/2023","755","1023","405"
"220155","BELA VISTA DO PIAUÍ","PI","09/2023","769","1043","380"
"220155","BELA VISTA DO PIAUÍ","PI","08/2023","769","1042","375"
"220155","BELA VISTA DO PIAUÍ","PI","07/2023","767","1036","374"
"220155","BELA VISTA DO PIAUÍ","PI","06/2023","768","1029","373"
"220155","BELA VISTA DO PIAUÍ","PI","05/2023","805","1104","286"
"220155","BELA VISTA DO PIAUÍ","PI","04/2023","812","1106","280"
"220155","BELA VISTA DO PIAUÍ","PI","03/2023","816","1112","290"
"220157","BELÉM DO PIAUÍ","PI","04/2023","923","1095","214"
"220157","BELÉM DO PIAUÍ","PI","05/2023","927","1098","211"
"220157","BELÉM DO PIAUÍ","PI","03/2023","934","1110","215"
"220157","BELÉM DO PIAUÍ","PI","06/2023","840","1020","292"
"220157","BELÉM DO PIAUÍ","PI","07/2023","832","1015","289"
"220157","BELÉM DO PIAUÍ","PI","08/2023","832","1010","293"
"220157","BELÉM DO PIAUÍ","PI","09/2023","832","1009","288"
"220157","BELÉM DO PIAUÍ","PI","10/2023","780","984","311"
"220157","BELÉM DO PIAUÍ","PI","11/2023","783","987","309"
"220157","BELÉM DO PIAUÍ","PI","12/2023","778","983","307"
"220157","BELÉM DO PIAUÍ","PI","01/2024","767","973","282"
"220157","BELÉM DO PIAUÍ","PI","02/2024","734","950","297"
"220157","BELÉM DO PIAUÍ","PI","03/2024","738","954","296"
"220157","BELÉM DO PIAUÍ","PI","04/2024","735","953","294"
"220157","BELÉM DO PIAUÍ","PI","05/2024","722","941","286"
"220157","BELÉM DO PIAUÍ","PI","06/2024","691","915","305"
"220157","BELÉM DO PIAUÍ","PI","07/2024","695","918","252"
"220157","BELÉM DO PIAUÍ","PI","08/2024","703","924","269"
"220157","BELÉM DO PIAUÍ","PI","09/2024","673","902","297"
"220160","BENEDITINOS","PI","09/2024","2053","2506","905"
"220160","BENEDITINOS","PI","04/2023","2387","2848","495"
"220160","BENEDITINOS","PI","05/2023","2396","2864","522"
"220160","BENEDITINOS","PI","06/2023","2155","2632","823"
"220160","BENEDITINOS","PI","07/2023","2157","2632","834"
"220160","BENEDITINOS","PI","08/2023","2187","2643","843"
"220160","BENEDITINOS","PI","09/2023","2211","2666","849"
"220160","BENEDITINOS","PI","10/2023","2141","2618","900"
"220160","BENEDITINOS","PI","11/2023","2156","2626","892"
"220160","BENEDITINOS","PI","12/2023","2186","2647","895"
"220160","BENEDITINOS","PI","01/2024","2174","2630","831"
"220160","BENEDITINOS","PI","02/2024","2132","2601","877"
"220160","BENEDITINOS","PI","03/2024","2146","2616","879"
"220160","BENEDITINOS","PI","04/2024","2145","2611","878"
"220160","BENEDITINOS","PI","05/2024","2150","2607","881"
"220160","BENEDITINOS","PI","06/2024","2086","2557","941"
"220160","BENEDITINOS","PI","07/2024","2088","2544","853"
"220160","BENEDITINOS","PI","08/2024","2106","2554","861"
"220160","BENEDITINOS","PI","03/2023","2385","2859","517"
"220170","BERTOLÍNIA","PI","09/2024","982","1208","458"
"220170","BERTOLÍNIA","PI","08/2024","1011","1226","447"
"220170","BERTOLÍNIA","PI","07/2024","994","1215","454"
"220170","BERTOLÍNIA","PI","06/2024","994","1220","518"
"220170","BERTOLÍNIA","PI","05/2024","1023","1277","454"
"220170","BERTOLÍNIA","PI","04/2024","1018","1277","453"
"220170","BERTOLÍNIA","PI","03/2024","1019","1283","456"
"220170","BERTOLÍNIA","PI","02/2024","1002","1272","456"
"220170","BERTOLÍNIA","PI","01/2024","1059","1303","437"
"220170","BERTOLÍNIA","PI","12/2023","1077","1299","513"
"220170","BERTOLÍNIA","PI","11/2023","1067","1300","509"
"220170","BERTOLÍNIA","PI","10/2023","1069","1303","507"
"220170","BERTOLÍNIA","PI","09/2023","1136","1363","445"
"220170","BERTOLÍNIA","PI","08/2023","1135","1366","443"
"220170","BERTOLÍNIA","PI","07/2023","1130","1365","443"
"220170","BERTOLÍNIA","PI","06/2023","1128","1366","436"
"220170","BERTOLÍNIA","PI","05/2023","1313","1499","299"
"220170","BERTOLÍNIA","PI","04/2023","1322","1500","300"
"220170","BERTOLÍNIA","PI","03/2023","1343","1527","310"
"220173","BETÂNIA DO PIAUÍ","PI","05/2023","1535","1898","594"
"220173","BETÂNIA DO PIAUÍ","PI","03/2023","1588","1971","512"
"220173","BETÂNIA DO PIAUÍ","PI","04/2023","1543","1897","582"
"220173","BETÂNIA DO PIAUÍ","PI","06/2023","1439","1765","727"
"220173","BETÂNIA DO PIAUÍ","PI","07/2023","1447","1771","723"
"220173","BETÂNIA DO PIAUÍ","PI","08/2023","1459","1782","715"
"220173","BETÂNIA DO PIAUÍ","PI","09/2023","1474","1792","709"
"220173","BETÂNIA DO PIAUÍ","PI","10/2023","1416","1722","784"
"220173","BETÂNIA DO PIAUÍ","PI","11/2023","1426","1738","777"
"220173","BETÂNIA DO PIAUÍ","PI","12/2023","1430","1743","774"
"220173","BETÂNIA DO PIAUÍ","PI","01/2024","1415","1792","690"
"220173","BETÂNIA DO PIAUÍ","PI","02/2024","1394","1776","707"
"220173","BETÂNIA DO PIAUÍ","PI","03/2024","1400","1783","702"
"220173","BETÂNIA DO PIAUÍ","PI","04/2024","1404","1786","699"
"220173","BETÂNIA DO PIAUÍ","PI","05/2024","1411","1786","698"
"220173","BETÂNIA DO PIAUÍ","PI","06/2024","1368","1686","797"
"220173","BETÂNIA DO PIAUÍ","PI","07/2024","1377","1689","761"
"220173","BETÂNIA DO PIAUÍ","PI","08/2024","1397","1710","804"
"220173","BETÂNIA DO PIAUÍ","PI","09/2024","1378","1704","823"
"220177","BOA HORA","PI","03/2023","2697","2733","149"
"220177","BOA HORA","PI","04/2023","2684","2717","143"
"220177","BOA HORA","PI","05/2023","2678","2709","142"
"220177","BOA HORA","PI","06/2023","2369","2542","320"
"220177","BOA HORA","PI","07/2023","2391","2557","315"
"220177","BOA HORA","PI","08/2023","2413","2555","312"
"220177","BOA HORA","PI","09/2023","2427","2552","309"
"220177","BOA HORA","PI","10/2023","2280","2457","405"
"220177","BOA HORA","PI","11/2023","2287","2464","401"
"220177","BOA HORA","PI","12/2023","2313","2477","383"
"220177","BOA HORA","PI","01/2024","2196","2366","304"
"220177","BOA HORA","PI","02/2024","2116","2314","319"
"220177","BOA HORA","PI","03/2024","2120","2303","314"
"220177","BOA HORA","PI","04/2024","2126","2299","313"
"220177","BOA HORA","PI","05/2024","2120","2291","296"
"220177","BOA HORA","PI","06/2024","2061","2233","343"
"220177","BOA HORA","PI","07/2024","2066","2235","298"
"220177","BOA HORA","PI","08/2024","2104","2253","292"
"220177","BOA HORA","PI","09/2024","2044","2214","316"
"220180","BOCAINA","PI","12/2023","887","1024","387"
"220180","BOCAINA","PI","09/2024","833","999","361"
"220180","BOCAINA","PI","08/2024","847","1001","347"
"220180","BOCAINA","PI","07/2024","837","989","350"
"220180","BOCAINA","PI","06/2024","837","989","393"
"220180","BOCAINA","PI","05/2024","859","1029","352"
"220180","BOCAINA","PI","04/2024","863","1030","353"
"220180","BOCAINA","PI","03/2024","864","1027","356"
"220180","BOCAINA","PI","02/2024","861","1025","353"
"220180","BOCAINA","PI","01/2024","884","1050","333"
"220180","BOCAINA","PI","11/2023","885","1020","391"
"220180","BOCAINA","PI","10/2023","877","1011","392"
"220180","BOCAINA","PI","09/2023","917","1057","342"
"220180","BOCAINA","PI","08/2023","912","1052","342"
"220180","BOCAINA","PI","07/2023","904","1046","342"
"220180","BOCAINA","PI","06/2023","896","1036","344"
"220180","BOCAINA","PI","05/2023","960","1140","239"
"220180","BOCAINA","PI","04/2023","966","1143","235"
"220180","BOCAINA","PI","03/2023","969","1161","262"
"220190","BOM JESUS","PI","09/2024","4813","6176","2145"
"220190","BOM JESUS","PI","08/2024","4994","6313","2062"
"220190","BOM JESUS","PI","07/2024","4963","6270","2066"
"220190","BOM JESUS","PI","06/2024","4998","6350","2396"
"220190","BOM JESUS","PI","05/2024","5308","6640","2224"
"220190","BOM JESUS","PI","04/2024","5386","6731","2261"
"220190","BOM JESUS","PI","03/2024","5401","6783","2274"
"220190","BOM JESUS","PI","02/2024","5371","6763","2265"
"220190","BOM JESUS","PI","01/2024","5685","7016","2152"
"220190","BOM JESUS","PI","12/2023","6152","7760","2538"
"220190","BOM JESUS","PI","11/2023","6142","7758","2527"
"220190","BOM JESUS","PI","10/2023","6143","7754","2528"
"220190","BOM JESUS","PI","09/2023","6437","7948","2323"
"220190","BOM JESUS","PI","08/2023","6430","7946","2318"
"220190","BOM JESUS","PI","07/2023","6405","7940","2312"
"220190","BOM JESUS","PI","06/2023","6360","7896","2304"
"220190","BOM JESUS","PI","05/2023","7337","8679","1482"
"220190","BOM JESUS","PI","04/2023","7322","8659","1492"
"220190","BOM JESUS","PI","03/2023","7365","8736","1528"
"220191","BOM PRINCÍPIO DO PIAUÍ","PI","03/2023","1437","1780","183"
"220191","BOM PRINCÍPIO DO PIAUÍ","PI","08/2024","1443","1751","360"
"220191","BOM PRINCÍPIO DO PIAUÍ","PI","07/2024","1420","1728","367"
"220191","BOM PRINCÍPIO DO PIAUÍ","PI","06/2024","1395","1716","405"
"220191","BOM PRINCÍPIO DO PIAUÍ","PI","05/2024","1430","1748","357"
"220191","BOM PRINCÍPIO DO PIAUÍ","PI","04/2024","1411","1735","357"
"220191","BOM PRINCÍPIO DO PIAUÍ","PI","03/2024","1387","1710","362"
"220191","BOM PRINCÍPIO DO PIAUÍ","PI","02/2024","1361","1684","362"
"220191","BOM PRINCÍPIO DO PIAUÍ","PI","01/2024","1383","1695","327"
"220191","BOM PRINCÍPIO DO PIAUÍ","PI","12/2023","1403","1717","373"
"220191","BOM PRINCÍPIO DO PIAUÍ","PI","11/2023","1370","1696","362"
"220191","BOM PRINCÍPIO DO PIAUÍ","PI","10/2023","1349","1683","361"
"220191","BOM PRINCÍPIO DO PIAUÍ","PI","09/2023","1394","1708","321"
"220191","BOM PRINCÍPIO DO PIAUÍ","PI","08/2023","1377","1691","320"
"220191","BOM PRINCÍPIO DO PIAUÍ","PI","07/2023","1365","1681","319"
"220191","BOM PRINCÍPIO DO PIAUÍ","PI","06/2023","1345","1660","313"
"220191","BOM PRINCÍPIO DO PIAUÍ","PI","05/2023","1451","1783","179"
"220191","BOM PRINCÍPIO DO PIAUÍ","PI","04/2023","1440","1779","180"
"220191","BOM PRINCÍPIO DO PIAUÍ","PI","09/2024","1416","1738","380"
"220192","BONFIM DO PIAUÍ","PI","12/2023","1319","1598","812"
"220192","BONFIM DO PIAUÍ","PI","09/2024","1235","1519","772"
"220192","BONFIM DO PIAUÍ","PI","08/2024","1257","1528","754"
"220192","BONFIM DO PIAUÍ","PI","07/2024","1244","1521","764"
"220192","BONFIM DO PIAUÍ","PI","06/2024","1236","1526","826"
"220192","BONFIM DO PIAUÍ","PI","05/2024","1276","1573","783"
"220192","BONFIM DO PIAUÍ","PI","04/2024","1278","1580","786"
"220192","BONFIM DO PIAUÍ","PI","03/2024","1271","1581","783"
"220192","BONFIM DO PIAUÍ","PI","02/2024","1263","1577","786"
"220192","BONFIM DO PIAUÍ","PI","01/2024","1304","1597","778"
"220192","BONFIM DO PIAUÍ","PI","11/2023","1304","1587","816"
"220192","BONFIM DO PIAUÍ","PI","10/2023","1297","1584","820"
"220192","BONFIM DO PIAUÍ","PI","09/2023","1346","1628","775"
"220192","BONFIM DO PIAUÍ","PI","08/2023","1343","1625","780"
"220192","BONFIM DO PIAUÍ","PI","07/2023","1327","1622","779"
"220192","BONFIM DO PIAUÍ","PI","06/2023","1324","1620","779"
"220192","BONFIM DO PIAUÍ","PI","05/2023","1457","1748","647"
"220192","BONFIM DO PIAUÍ","PI","04/2023","1459","1755","650"
"220192","BONFIM DO PIAUÍ","PI","03/2023","1471","1770","659"
"220194","BOQUEIRÃO DO PIAUÍ","PI","04/2023","1643","1922","301"
"220194","BOQUEIRÃO DO PIAUÍ","PI","05/2023","1655","1933","307"
"220194","BOQUEIRÃO DO PIAUÍ","PI","06/2023","1495","1760","499"
"220194","BOQUEIRÃO DO PIAUÍ","PI","07/2023","1517","1780","493"
"220194","BOQUEIRÃO DO PIAUÍ","PI","08/2023","1553","1801","474"
"220194","BOQUEIRÃO DO PIAUÍ","PI","09/2023","1577","1828","467"
"220194","BOQUEIRÃO DO PIAUÍ","PI","10/2023","1462","1757","549"
"220194","BOQUEIRÃO DO PIAUÍ","PI","11/2023","1491","1773","541"
"220194","BOQUEIRÃO DO PIAUÍ","PI","12/2023","1533","1795","521"
"220194","BOQUEIRÃO DO PIAUÍ","PI","01/2024","1527","1792","483"
"220194","BOQUEIRÃO DO PIAUÍ","PI","02/2024","1480","1742","538"
"220194","BOQUEIRÃO DO PIAUÍ","PI","03/2024","1504","1763","528"
"220194","BOQUEIRÃO DO PIAUÍ","PI","04/2024","1514","1773","532"
"220194","BOQUEIRÃO DO PIAUÍ","PI","05/2024","1509","1772","532"
"220194","BOQUEIRÃO DO PIAUÍ","PI","06/2024","1447","1734","578"
"220194","BOQUEIRÃO DO PIAUÍ","PI","07/2024","1463","1738","529"
"220194","BOQUEIRÃO DO PIAUÍ","PI","08/2024","1485","1745","527"
"220194","BOQUEIRÃO DO PIAUÍ","PI","03/2023","1677","1943","294"
"220194","BOQUEIRÃO DO PIAUÍ","PI","09/2024","1441","1702","560"
"220196","BRASILEIRA","PI","07/2024","1641","1953","430"
"220196","BRASILEIRA","PI","06/2023","1825","2147","410"
"220196","BRASILEIRA","PI","07/2023","1828","2147","407"
"220196","BRASILEIRA","PI","08/2023","1833","2153","404"
"220196","BRASILEIRA","PI","09/2023","1827","2152","405"
"220196","BRASILEIRA","PI","10/2023","1724","2099","467"
"220196","BRASILEIRA","PI","11/2023","1735","2110","464"
"220196","BRASILEIRA","PI","12/2023","1748","2121","464"
"220196","BRASILEIRA","PI","01/2024","1712","2078","393"
"220196","BRASILEIRA","PI","02/2024","1638","2013","439"
"220196","BRASILEIRA","PI","03/2024","1657","2023","436"
"220196","BRASILEIRA","PI","04/2024","1673","2034","428"
"220196","BRASILEIRA","PI","05/2024","1677","2030","416"
"220196","BRASILEIRA","PI","06/2024","1635","1954","491"
"220196","BRASILEIRA","PI","05/2023","2024","2332","216"
"220196","BRASILEIRA","PI","08/2024","1651","1961","429"
"220196","BRASILEIRA","PI","09/2024","1612","1923","466"
"220196","BRASILEIRA","PI","03/2023","2047","2354","248"
"220196","BRASILEIRA","PI","04/2023","2023","2332","221"
"220198","BREJO DO PIAUÍ","PI","06/2024","1049","1184","339"
"220198","BREJO DO PIAUÍ","PI","09/2024","1028","1169","306"
"220198","BREJO DO PIAUÍ","PI","03/2023","1240","1343","250"
"220198","BREJO DO PIAUÍ","PI","04/2023","1223","1327","239"
"220198","BREJO DO PIAUÍ","PI","05/2023","1214","1321","234"
"220198","BREJO DO PIAUÍ","PI","06/2023","1142","1258","298"
"220198","BREJO DO PIAUÍ","PI","07/2023","1141","1256","297"
"220198","BREJO DO PIAUÍ","PI","08/2023","1144","1254","298"
"220198","BREJO DO PIAUÍ","PI","07/2024","1048","1181","295"
"220198","BREJO DO PIAUÍ","PI","09/2023","1145","1254","302"
"220198","BREJO DO PIAUÍ","PI","10/2023","1081","1222","330"
"220198","BREJO DO PIAUÍ","PI","11/2023","1081","1222","329"
"220198","BREJO DO PIAUÍ","PI","12/2023","1101","1228","330"
"220198","BREJO DO PIAUÍ","PI","01/2024","1100","1221","302"
"220198","BREJO DO PIAUÍ","PI","02/2024","1075","1205","313"
"220198","BREJO DO PIAUÍ","PI","03/2024","1085","1214","311"
"220198","BREJO DO PIAUÍ","PI","04/2024","1093","1218","311"
"220198","BREJO DO PIAUÍ","PI","08/2024","1056","1183","293"
"220198","BREJO DO PIAUÍ","PI","05/2024","1096","1219","305"
"220200","BURITI DOS LOPES","PI","08/2024","3975","4869","1043"
"220200","BURITI DOS LOPES","PI","04/2023","4520","5217","731"
"220200","BURITI DOS LOPES","PI","05/2023","4518","5218","713"
"220200","BURITI DOS LOPES","PI","06/2023","4145","4936","1023"
"220200","BURITI DOS LOPES","PI","07/2023","4195","4974","1029"
"220200","BURITI DOS LOPES","PI","08/2023","4234","5003","1028"
"220200","BURITI DOS LOPES","PI","09/2023","4272","5034","1034"
"220200","BURITI DOS LOPES","PI","10/2023","4035","4953","1162"
"220200","BURITI DOS LOPES","PI","11/2023","4061","4971","1168"
"220200","BURITI DOS LOPES","PI","12/2023","4103","4993","1169"
"220200","BURITI DOS LOPES","PI","01/2024","4068","4993","1026"
"220200","BURITI DOS LOPES","PI","02/2024","3950","4908","1106"
"220200","BURITI DOS LOPES","PI","03/2024","4021","4965","1101"
"220200","BURITI DOS LOPES","PI","04/2024","4038","4978","1093"
"220200","BURITI DOS LOPES","PI","05/2024","4066","4990","1097"
"220200","BURITI DOS LOPES","PI","06/2024","3914","4845","1261"
"220200","BURITI DOS LOPES","PI","07/2024","3918","4831","1038"
"220200","BURITI DOS LOPES","PI","03/2023","4539","5241","784"
"220200","BURITI DOS LOPES","PI","09/2024","3900","4792","1083"
"220202","BURITI DOS MONTES","PI","04/2023","1888","2173","369"
"220202","BURITI DOS MONTES","PI","05/2023","1874","2164","363"
"220202","BURITI DOS MONTES","PI","06/2023","1686","1994","543"
"220202","BURITI DOS MONTES","PI","07/2023","1695","2004","544"
"220202","BURITI DOS MONTES","PI","08/2023","1718","2014","546"
"220202","BURITI DOS MONTES","PI","09/2023","1729","2027","549"
"220202","BURITI DOS MONTES","PI","10/2023","1682","1970","611"
"220202","BURITI DOS MONTES","PI","11/2023","1690","1979","613"
"220202","BURITI DOS MONTES","PI","12/2023","1701","1989","611"
"220202","BURITI DOS MONTES","PI","01/2024","1695","2029","515"
"220202","BURITI DOS MONTES","PI","02/2024","1653","1994","547"
"220202","BURITI DOS MONTES","PI","03/2024","1666","2010","545"
"220202","BURITI DOS MONTES","PI","04/2024","1666","2005","540"
"220202","BURITI DOS MONTES","PI","05/2024","1673","2008","541"
"220202","BURITI DOS MONTES","PI","06/2024","1632","1912","632"
"220202","BURITI DOS MONTES","PI","07/2024","1637","1912","598"
"220202","BURITI DOS MONTES","PI","09/2024","1617","1911","667"
"220202","BURITI DOS MONTES","PI","08/2024","1652","1931","615"
"220202","BURITI DOS MONTES","PI","03/2023","1892","2193","404"
"220205","CABECEIRAS DO PIAUÍ","PI","05/2023","2569","2910","335"
"220205","CABECEIRAS DO PIAUÍ","PI","09/2024","2084","2557","737"
"220205","CABECEIRAS DO PIAUÍ","PI","08/2024","2178","2610","670"
"220205","CABECEIRAS DO PIAUÍ","PI","07/2024","2151","2590","664"
"220205","CABECEIRAS DO PIAUÍ","PI","06/2024","2131","2574","718"
"220205","CABECEIRAS DO PIAUÍ","PI","05/2024","2183","2600","612"
"220205","CABECEIRAS DO PIAUÍ","PI","04/2024","2188","2594","595"
"220205","CABECEIRAS DO PIAUÍ","PI","03/2024","2163","2574","604"
"220205","CABECEIRAS DO PIAUÍ","PI","02/2024","2150","2561","609"
"220205","CABECEIRAS DO PIAUÍ","PI","01/2024","2220","2617","579"
"220205","CABECEIRAS DO PIAUÍ","PI","12/2023","2262","2676","650"
